iteration	clock	beta	gain_01	loss_10	gain_12	loss_21	weights	eweights	nweights	re_norm_w
61	0.446627289057	1.37093520164	0.715612019497	0.15559461025	0.10863836303	0.0201550072234	-159.634391957	4.7396297710554e-70	4.69531194580123e-70	1.06711635131847e-71
62	0.498812437057	0.931606352329	0.0159098778076	0.338007550951	0.107300623988	0.538781947254	-80.1268144637	1.6048948875151e-35	1.58988834594711e-35	3.61338260442526e-37
63	0.0766569375992	0.284388870001	0.242419910895	0.398037732207	0.327807292118	0.0317350647802	-416.871182597	9.10386274215119e-182	9.01873723285327e-182	2.04971300746666e-183
64	0.62273389101	2.66545534134	0.123209590203	0.608089705514	0.151610011224	0.117090693059	-103.434977169	1.21015262550253e-45	1.19883711454945e-45	2.72462980579422e-47
65	0.0431954711676	4.16404151917	0.460016249628	0.144628298303	0.0972068013889	0.29814865068	-171.718527641	2.67713931929935e-75	2.65210677493093e-75	6.02751539757033e-77
66	0.579851388931	0.558265805244	0.099822281688	0.0758006445314	0.580600318274	0.243776755507	-195.522434891	1.22960439331037e-85	1.21810699894272e-85	2.7684249975971e-87
67	1.92780327797	2.82447338104	0.567218622154	0.278994814791	0.134775190734	0.0190113723208	-338.073372278	1.51593265714572e-147	1.5017579553564e-147	3.41308626217365e-149
68	0.119508638978	2.34144258499	0.572476603488	0.27010679912	0.0496733686626	0.10774322873	-366.992944985	4.17896816985884e-160	4.13989280109785e-160	9.40884727522242e-162
69	0.0754013359547	1.95039784908	0.321872101247	0.152111899777	0.13336866345	0.392647335526	-195.251949705	1.61151974086941e-85	1.59645125372604e-85	3.62829830392283e-87
70	0.756835520267	0.671602964401	0.10218968431	0.0631160525372	0.656906872388	0.177787390764	-930.21619134	0	0	0
71	0.2942032516	1.05814957619	0.337519728927	0.214963349429	0.291817965391	0.155698956254	-255.338806466	1.29373492920502e-111	1.28163788338345e-111	2.91281337132604e-113
72	2.78847408295	0.626086175442	0.142722103346	0.358687389991	0.397636377886	0.100954128777	-20.0754403086	1.92942108323443e-09	1.91138006515097e-09	4.34404560261585e-11
73	0.0484947748482	0.246478691697	0.117172615926	0.391190839904	0.0604074459984	0.431229098172	-183.417172672	2.22338151118794e-80	2.20259182126576e-80	5.00589050287675e-82
74	0.33779296279	0.25588580966	0.251478547168	0.180142497633	0.299894149447	0.268484805752	-136.600937834	4.77580343464733e-60	4.7311473681846e-60	1.0752607654965e-61
75	0.483358949423	2.9931473732	0.537273590833	0.117367522246	0.187532070058	0.157826816863	-155.212246847	3.94691376931482e-68	3.91000822116631e-68	8.88638232083257e-70
76	0.588989675045	0.435087114573	0.00600902156266	0.132825382378	0.621486704708	0.239678891351	-152.4732472	6.10646779240719e-67	6.04936937214727e-67	1.37485667548802e-68
77	0.367447406054	0.319044739008	0.383831305116	0.169329295049	0.10501359162	0.341825808215	-165.01030052	2.1928907449101e-72	2.17238615836456e-72	4.93724126901039e-74
78	0.258303433657	0.652555704117	0.0904736787616	0.760075530046	0.100577208784	0.0488735824081	-703.292271611	3.69936549785682e-306	3.6647746454897e-306	8.32903328520391e-308
79	0.617897629738	0.74304240942	0.327295194777	0.0461066564019	0.453450463079	0.173147685742	-163.297352962	1.21601985711896e-71	1.20464948471931e-71	2.73783973799844e-73
80	0.0148366494104	1.02404904366	0.425764105603	0.165985500769	0.295516489595	0.112733904034	-255.590553183	1.00580338682026e-111	9.9639863984838e-112	2.26454236329178e-113
81	0.279901772738	0.0133533868939	0.01951292106	0.275145906869	0.378707203117	0.326633968954	-192.541928286	2.42204929563695e-84	2.39940196607198e-84	5.45318628652724e-86
82	0.393845021725	2.37837314606	0.0387045302815	0.155324244587	0.490460306087	0.315510919044	-199.981398245	1.42318784708157e-87	1.40988035401619e-87	3.20427353185498e-89
83	1.81486082077	0.463083058596	0.640229918182	0.243176837272	0.103875942865	0.0127173016811	-108.37994553	8.61524584489765e-48	8.53468913934912e-48	1.93970207712481e-49
84	0.694983422756	0.229854092002	0.0725517504995	0.464344029947	0.299686654658	0.163417564895	-299.811667021	6.27375233342113e-131	6.21508972198711e-131	1.41252039136071e-132
85	0.0397890508175	0.143565401435	0.08314438761	0.0620920989449	0.460336926086	0.394426587359	-278.178314911	1.55873690027084e-121	1.54416195815505e-121	3.50945899580694e-123
86	0.356780946255	0.789890170097	0.380511513092	0.332188675322	0.253549029491	0.0337507820951	-123.91079703	1.54990317986889e-54	1.53541083730116e-54	3.48957008477539e-56
87	1.30047345161	0.289237558842	0.184979841126	0.241253534303	0.545471104256	0.028295520315	-291.792839829	1.90572298057961e-127	1.88790355119043e-127	4.29068988906917e-129
88	0.180524930358	0.385189682245	0.0183829227021	0.151980179187	0.407781818042	0.421855080069	-617.748903344	5.23769305178953e-269	5.18871809454249e-269	1.17925411239603e-270
89	0.0185681059957	0.0660368055105	0.166553801698	0.125779717989	0.636100499473	0.0715659808405	-311.33501412	6.20870909969481e-136	6.15065467387981e-136	1.39787606224542e-137
90	0.245852798223	0.236482426524	0.42304039639	0.0147917014315	0.559714535601	0.00245336657827	-1190.49835223	0	0	0
91	0.0824026316404	0.521048307419	0.0604424508363	0.295291490701	0.391701789112	0.252564269351	-150.492923858	4.42418797129425e-66	4.38281967907007e-66	9.96095381606838e-68
92	0.383501291275	1.22582769394	0.449976248961	0.174368614738	0.0701683872351	0.305486749067	-144.367248559	2.02386039111798e-63	2.00493631993838e-63	4.55667345440542e-65
93	0.123158611357	0.668349504471	0.128584638882	0.238671815389	0.193207605927	0.439535939802	-207.357009504	8.91404774917018e-91	8.8306971016433e-91	2.00697661400985e-92
94	1.91088712215	0.0109253106639	0.710450416287	0.0296592947602	0.144215277678	0.115675011275	-625.622856093	1.99308496908268e-272	1.9744486629484e-272	4.48738332488275e-274
95	0.0224611349404	3.04101490974	0.297133982614	0.270781681504	0.352507623164	0.0795767127177	-332.724835329	3.18801232773187e-145	3.15820287423586e-145	7.17773380508153e-147
96	0.248021289706	0.385437816381	0.09083786511	0.558944163079	0.244898322771	0.10531964904	-54.6702749052	1.82423696704719e-24	1.80717947120194e-24	4.10722607091352e-26
97	0.220770269632	0.28093701601	0.0346269037977	0.430238505548	0.12075690719	0.414377683464	-170.545279533	8.65378601044258e-75	8.57286893575039e-75	1.94837930357964e-76
98	0.565960526466	2.26750254631	0.255455662029	0.326367268579	0.415001317321	0.00317575207113	-251.501539813	6.00273314122373e-110	5.94660469000485e-110	1.3515010659102e-111
99	1.84541547298	0.0419912226498	0.247296586682	0.0996243306627	0.608361730647	0.0447173520082	-34.5692832172	9.79108955901717e-16	9.69953814739121e-16	2.20444048804347e-17
100	0.110025912523	1.64932358265	0.355672531008	0.33902945725	0.138204137931	0.167093873811	-215.636942456	2.26019424372393e-94	2.23906033699021e-94	5.08877349315959e-96
101	0.0891091972589	0.755704760551	0.189457829474	0.0540422506036	0.208659196748	0.547840723174	-312.03740141	3.0758020911373e-136	3.04704185749544e-136	6.9250951306715e-138
102	0.829457402229	2.85444664955	0.322729449904	0.0371977936062	0.271861642331	0.368211114159	-1093.93391937	0	0	0
103	1.00392436981	0.161163195968	0.578309399929	0.193167932684	0.053481235586	0.175041431801	-113.343520381	6.02024972731637e-50	5.96395748756569e-50	1.35544488353766e-51
104	0.0264807194471	0.70048469305	0.182716890374	0.210948144844	0.0460821225848	0.560252842197	-155.313523509	3.5667588108938e-68	3.53340789503318e-68	8.0304724887118e-70
105	0.140023082495	2.49737358093	0.505286664348	0.432990854568	0.004547219451	0.0571752616323	-518.065895625	1.02546356753522e-225	1.01587498838752e-225	2.30880679178984e-227
106	0.581391453743	0.0574362762272	0.315390376415	0.185973849263	0.140772559256	0.357863215066	-56.4970007512	2.93592053999641e-25	2.90846826635126e-25	6.61015515079835e-27
107	0.478637248278	0.325112909079	0.137053903548	0.66740808112	0.0714546488844	0.124083366448	-67.1775000867	6.7493565595007e-30	6.68624681907144e-30	1.51960154978897e-31
108	1.36234486103	0.0982798412442	0.377952174664	0.222888409149	0.379003013964	0.0201564022238	-165.903930448	8.97260290822634e-73	8.88870474170914e-73	2.02016016857027e-74
109	0.207132011652	0.111862629652	0.383109697639	0.403979308528	0.0617226321099	0.151188361723	-188.137536658	1.9814629593035e-82	1.96293532456834e-82	4.46121664674624e-84
110	0.358339637518	0.211729124188	0.257831839515	0.507448411751	0.180150876355	0.0545688723789	-309.980621131	2.40550749011267e-135	2.38301483441085e-135	5.41594280547923e-137
111	0.370515048504	3.38792109489	0.19101394332	0.389652089553	0.258271327254	0.161062639872	-262.835432839	7.17962625451248e-115	7.11249328482761e-115	1.61647574655174e-116
112	0.138427227736	1.45100462437	0.164563891176	0.53998270445	0.0683628120033	0.227090592371	-655.43244315	2.25624702830604e-285	2.23515002994103e-285	5.07988643168418e-287
113	1.49788081646	0.0270182266831	0.198821302199	0.289032631203	0.0486314995357	0.463514567062	-291.094925325	3.82965973781656e-127	3.7938505714382e-127	8.62238766235959e-129
114	0.563329160213	4.98833322525	0.0543638429394	0.476214331765	0.250318501262	0.219103324033	-149.000568956	1.967682710542e-65	1.94928392778179e-65	4.43019074495864e-67
115	0.402976214886	0.239719048142	0.488646623472	0.229546039966	0.0731094681895	0.208697868372	-137.217829515	2.57711495138425e-60	2.5530176831181e-60	5.80231291617752e-62
116	1.09952032566	2.01936030388	0.218387229853	0.287473676692	0.447141190662	0.0469979027938	-28.7366270794	3.3413456070686e-13	3.31010241342673e-13	7.52296003051532e-15
117	0.383328467607	0.675949454308	0.0132408183424	0.697935735415	0.0830376893361	0.205785756907	-456.237757444	7.28684402946731e-199	7.2187085218535e-199	1.64061557314853e-200
118	0.902107656002	0.00608398066834	0.416071897176	0.160534033171	0.335257236275	0.0881368333777	-529.612817465	9.91187456441992e-231	9.81919375471408e-231	2.23163494425321e-232
119	2.0414788723	1.14857161045	0.100234438712	0.173802820386	0.490409779401	0.2355529615	-174.348380778	1.92992426699597e-76	1.91187854390155e-76	4.34517850886718e-78
120	0.048983309418	0.447990328074	0.0302858057145	0.153539278852	0.359135565418	0.457039350016	-247.627349824	2.88993696959535e-108	2.86291466452075e-108	6.50662423754718e-110
121	0.102363415062	0.484543740749	0.163011199709	0.0722792567133	0.484590006552	0.280119537025	-84.533262828	1.95771912815427e-37	1.93941350969687e-37	4.40775797658381e-39
122	0.178054064512	0.950123727322	0.374650480783	0.460682632456	0.0933041790791	0.0713627076819	-113.951281331	3.27844030129355e-50	3.2477853026128e-50	7.38133023321093e-52
123	0.299576580524	5.43089532852	0.715256723354	0.0287840023463	0.000981178299461	0.254978096	-303.572708375	1.45924382419458e-132	1.44559919034599e-132	3.28545270533182e-134
124	0.753700077534	1.73276555538	0.27924149248	0.0697677482309	0.458318950527	0.192671808763	-37.9742306696	3.25148034692911e-17	3.22107743682997e-17	7.32063053824996e-19
125	0.362971574068	1.27583396435	0.193306745306	0.528197774318	0.121862295864	0.156633184512	-207.051635855	1.20975394436459e-90	1.19844216127252e-90	2.72373218471028e-92
126	0.263324975967	0.278476417065	0.327416190343	0.358911474417	0.0749003207526	0.238772014487	-169.114146305	3.62025711392052e-74	3.58640596311339e-74	8.15092264343957e-76
127	0.244517043233	0.155374929309	0.135149478517	0.501229633608	0.126896880097	0.236724007778	-483.910492071	6.98913655905297e-211	6.92378475993286e-211	1.57358744543929e-212
128	0.255162805319	2.54793667793	0.592720185357	0.20057128165	0.0861358826165	0.120572650376	-171.788225129	2.49690338534015e-75	2.47355613391898e-75	5.62171848617954e-77
129	0.106258481741	2.47097873688	0.0854419978746	0.0742860181443	0.0146066084361	0.825665375545	-357.965937416	3.47895361689773e-156	3.44642372196741e-156	7.8327811862896e-158
130	0.0427260138094	0.892967939377	0.0484211296012	0.166760907596	0.00953537058647	0.775282592216	-586.073974171	2.98804406708594e-255	2.96010441331265e-255	6.72751003025604e-257
131	0.445881694555	2.85654377937	0.616175996932	0.105383748869	0.0332019838896	0.245238270309	-695.9632162	5.63761695153362e-303	5.58490251285871e-303	1.26929602564971e-304
132	1.37438905239	0.457632988691	0.0222632226733	0.402886501486	0.341897527932	0.232952747909	-66.1145216182	1.9539257449318e-29	1.93565559643785e-29	4.3992172646315e-31
133	0.00756966788322	1.56037116051	0.19241063296	0.29074741166	0.332327981567	0.184513973813	-284.0967016	4.19227859676606e-124	4.15307876909113e-124	9.43881538429807e-126
134	0.896859288216	0.188794761896	0.0660499552289	0.312405453774	0.399094468981	0.222450122016	-35.6990073358	3.16372023535382e-16	3.1341379246426e-16	7.12304073782412e-18
135	0.0636579543352	0.775168299675	0.28211068434	0.328675241291	0.0791269512255	0.310087123143	-543.14833425	1.31146150669035e-236	1.29919870881613e-236	2.95272433821848e-238
136	0.264481127262	0.194728717208	0.434030305119	0.174974125905	0.302147247882	0.0888483210941	-73.2983621939	1.48253766001175e-32	1.46867521755889e-32	3.33789822172476e-34
137	0.13841073215	1.02118802071	0.0114805204863	0.571384961811	0.0682512108012	0.348883306902	-456.169538009	7.80129674718005e-199	7.72835085842964e-199	1.75644337691584e-200
138	0.896599650383	1.03196501732	0.220362633525	0.237006353228	0.152564049562	0.390066963685	-148.073416068	4.97293122180357e-65	4.92643191541579e-65	1.11964361713996e-66
139	0.0391342900693	0.0994003713131	0.0514910870922	0.770982231755	0.0842547101108	0.0932719710424	-105.950998769	9.77565463949319e-47	9.68424755181221e-47	2.2009653526846e-48
140	0.162380129099	0.148778736591	0.746285543112	0.0739517592502	0.0299119512688	0.149850746369	-368.897167673	6.22408704241613e-161	6.16588882541675e-161	1.4013383694129e-162
141	0.950015902519	1.07431530952	0.370547021751	0.391582352749	0.17953507754	0.0583355479587	-254.515800479	2.94626809230453e-111	2.91871906405255e-111	6.63345241830129e-113
142	0.0499080233276	2.33318805695	0.47216311724	0.069885893656	0.0436465240032	0.414304465101	-160.863588753	1.3864717755986e-70	1.37350759551727e-70	3.12160817163017e-72
143	0.246844217181	2.67258524895	0.657900366027	0.285997042635	0.0550356755498	0.00106691578815	-113.226536646	6.76736961790353e-50	6.70409144668682e-50	1.52365714697428e-51
144	0.659872353077	2.48201823235	0.638826960149	0.172057443964	0.0472677838858	0.141847812002	-88.5735928766	3.44395397573599e-39	3.41175134433803e-39	7.75398032804101e-41
145	0.350585281849	0.343121886253	0.103910357275	0.55878356699	0.241365777989	0.0959402977454	-95.9764961632	2.09902345522268e-42	2.07939657312715e-42	4.72590130256172e-44
146	0.25419357419	0.665974676609	0.35117333889	0.274538671371	0.349435870176	0.0248521195629	-66.6503737497	1.14337957903615e-29	1.13268842828586e-29	2.57429188246786e-31
147	1.35782110691	0.291083037853	0.0881276568246	0.244495737861	0.4338044324	0.233572172914	-95.4608269884	3.51535807296796e-42	3.48248777880805e-42	7.9147449518365e-44
148	0.241681188345	0.155174851418	0.11153837942	0.396629762525	0.371480649212	0.120351208844	-115.73658333	5.49946538835821e-51	5.4480427334578e-51	1.23819153033132e-52
149	0.610363066196	0.9437032938	0.107271475306	0.669357413115	0.0122657403321	0.211105371246	-616.843335662	1.29545726486124e-268	1.28334411437025e-268	2.9166911690233e-270
150	0.882352828979	0.463346213102	0.146904998441	0.221589181537	0.47679563035	0.154710189672	-136.311124766	6.38132200268452e-60	6.32165356293998e-60	1.43673944612273e-61
151	0.0083800368011	0.987562179565	0.023553826662	0.274803326385	0.54143776134	0.160205085613	-298.787965308	1.74628601212883e-130	1.72995739532379e-130	3.93172135300862e-132
152	2.00255775452	1.19225025177	0.468145633598	0.379220357593	0.0871577669933	0.0654762418154	-137.970023493	1.2146750097719e-60	1.20331721234383e-60	2.73481184623599e-62
153	0.0395976193249	2.86979794502	0.00408084340391	0.346870670343	0.188125267375	0.460923218878	-439.543212525	1.29684541229882e-191	1.2847192819595e-191	2.91981654990798e-193
154	0.278914034367	1.17819046974	0.459766779285	0.240124807255	0.0514146740649	0.248693739395	-70.128671053	3.52845924979219e-31	3.49546645330759e-31	7.94424193933547e-33
155	0.230725631118	1.01000034809	0.445984498853	0.363937332075	0.0933643950028	0.0967137740695	-117.932585709	6.11798992771635e-52	6.0607837699318e-52	1.37745085680269e-53
156	0.741816997528	1.8529831171	0.43625938726	0.400154311699	0.0360565826674	0.127529718374	-492.442049411	1.37789223060739e-214	1.36500827341139e-214	3.10229153048045e-216
157	0.168588250875	0.0699094906449	0.497801287759	0.0695656338185	0.0299219123886	0.402711166034	-178.644089589	2.6298903077408e-78	2.60529956442834e-78	5.9211353737008e-80
158	1.46925246716	0.756541848183	0.538465481249	0.0666242374188	0.235007804599	0.159902476733	-573.51648142	8.492524459792e-250	8.41311525840788e-250	1.91207164963816e-251
159	1.62210941315	0.13952293992	0.125941995947	0.287896687976	0.577310013315	0.00885130276089	-271.498038721	1.24159485302189e-118	1.22998534207048e-118	2.79542123197837e-120
160	0.873374760151	1.0067769289	0.34701272904	0.524274645036	0.0950301824594	0.0336824434641	-46.0558281649	1.0052820688778e-20	9.95882196480223e-21	2.26336862836415e-22
161	0.181351795793	0.807156980038	0.135337715179	0.608803661371	0.156235182626	0.0996234408235	-487.965412172	1.21169719271648e-212	1.20036723931469e-212	2.72810736207886e-214
162	0.0843369439244	0.203297257423	0.367374527269	0.0122633493796	0.00141555554471	0.618946567806	-181.899705804	1.01400822363578e-79	1.0045267574808e-79	2.28301535791092e-81
163	0.803593218327	1.64155471325	0.24034730304	0.157935780462	0.26638361573	0.335333300768	-237.989083788	4.43337150237907e-104	4.39191733970814e-104	9.98163031751855e-106
164	0.00465547805652	0.0762721300125	0.0935625877961	0.345533267703	0.511284866912	0.0496192775893	-365.207458079	2.49170242021102e-159	2.46840380032331e-159	5.61000863709845e-161
