Iteration	Posterior	Likelihood	Prior	clock_host	phy_scale[1]	phy_scale[2]	switch_rate_0_to_1	switch_rate_1_to_0	switch_rate_1_to_2	switch_rate_2_to_1	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]	switch_rates_pos[3]	switch_rates_pos[4]
25000	-20.56434	-17.11687	-3.447474	4.883423	0.35581	0.35581	0.06591928	0.4312992	0.3614499	0.1413316	0.0659193	0	0.431299	0.36145	0	0.141332	0.0659193	0.431299	0.36145	0.141332
25100	-22.38186	-21.50919	-0.8726647	1.831809	0.832615	0.832615	0.08996743	0.1882193	0.4899774	0.2318359	0.0899674	0	0.188219	0.489977	0	0.231836	0.0899674	0.188219	0.489977	0.231836
25200	-18.21381	-14.91173	-3.302079	4.142174	0.951664	0.951664	0.1103831	0.3684843	0.4749491	0.04618344	0.110383	0	0.368484	0.474949	0	0.0461834	0.110383	0.368484	0.474949	0.0461834
25300	-13.76846	-12.76196	-1.006504	2.529621	0.268643	0.268643	0.05407007	0.4366349	0.4640491	0.04524593	0.0540701	0	0.436635	0.464049	0	0.0452459	0.0540701	0.436635	0.464049	0.0452459
25400	-20.8278	-19.62509	-1.20271	1.864027	1.13044	1.13044	0.1494588	0.4913585	0.2742286	0.08495411	0.149459	0	0.491359	0.274229	0	0.0849541	0.149459	0.491359	0.274229	0.0849541
25500	-18.70466	-17.40254	-1.302115	2.944089	0.149786	0.149786	0.1251424	0.7226969	0.09130812	0.06085259	0.125142	0	0.722697	0.0913081	0	0.0608526	0.125142	0.722697	0.0913081	0.0608526
25600	-14.8515	-11.01557	-3.835932	5.572119	0.0555722	0.0555722	0.03542023	0.7110368	0.2280426	0.02550043	0.0354202	0	0.711037	0.228043	0	0.0255004	0.0354202	0.711037	0.228043	0.0255004
25700	-16.62137	-15.52028	-1.101088	2.506004	0.386843	0.386843	0.05945915	0.4374194	0.309798	0.1933235	0.0594591	0	0.437419	0.309798	0	0.193323	0.0594591	0.437419	0.309798	0.193323
25800	-25.02447	-25.26134	0.236862	1.260093	0.294805	0.294805	0.187363	0.4273038	0.04459953	0.3407336	0.187363	0	0.427304	0.0445995	0	0.340734	0.187363	0.427304	0.0445995	0.340734
25900	-21.64098	-19.59574	-2.045241	3.808433	0.0285674	0.0285674	0.242512	0.5202412	0.176723	0.0605238	0.242512	0	0.520241	0.176723	0	0.0605238	0.242512	0.520241	0.176723	0.0605238
26000	-18.39819	-16.88495	-1.513233	3.290831	0.0141622	0.0141622	0.07643636	0.2825471	0.606615	0.03440155	0.0764364	0	0.282547	0.606615	0	0.0344016	0.0764364	0.282547	0.606615	0.0344016
26100	-19.49339	-19.15572	-0.3376652	1.688907	0.440518	0.440518	0.04385157	0.4434432	0.2644926	0.2482126	0.0438516	0	0.443443	0.264493	0	0.248213	0.0438516	0.443443	0.264493	0.248213
26200	-20.01979	-17.15948	-2.860308	3.990213	0.661855	0.661855	0.1331427	0.3289669	0.4738947	0.06399562	0.133143	0	0.328967	0.473895	0	0.0639956	0.133143	0.328967	0.473895	0.0639956
26300	-15.1503	-13.81537	-1.33493	2.891088	0.235602	0.235602	0.09612031	0.6187275	0.1865409	0.09861123	0.0961203	0	0.618728	0.186541	0	0.0986112	0.0961203	0.618728	0.186541	0.0986112
26400	-19.22165	-18.84536	-0.3762962	1.075153	1.0929	1.0929	0.2069895	0.4309554	0.105912	0.2561431	0.20699	0	0.430955	0.105912	0	0.256143	0.20699	0.430955	0.105912	0.256143
26500	-17.70569	-17.33913	-0.3665573	1.955307	0.20301	0.20301	0.2695373	0.2241914	0.4716315	0.03463979	0.269537	0	0.224191	0.471632	0	0.0346398	0.269537	0.224191	0.471632	0.0346398
26600	-20.09784	-19.37279	-0.7250507	2.38681	0.13	0.13	0.01853154	0.3663608	0.5742054	0.0409023	0.0185315	0	0.366361	0.574205	0	0.0409023	0.0185315	0.366361	0.574205	0.0409023
26700	-15.1949	-15.14469	-0.05021074	1.792531	0.049439	0.049439	0.1490473	0.6155084	0.1605979	0.07484648	0.149047	0	0.615508	0.160598	0	0.0748465	0.149047	0.615508	0.160598	0.0748465
26800	-20.29081	-17.88359	-2.407221	4.16261	0.0363699	0.0363699	0.2645342	0.6247107	0.03722564	0.07352947	0.264534	0	0.624711	0.0372256	0	0.0735295	0.264534	0.624711	0.0372256	0.0735295
26900	-14.96629	-15.64374	0.6774433	1.020886	0.0934301	0.0934301	0.2150656	0.3209732	0.3278345	0.1361267	0.215066	0	0.320973	0.327835	0	0.136127	0.215066	0.320973	0.327835	0.136127
27000	-17.71384	-18.71797	1.004127	0.7813715	0.00626109	0.00626109	0.05010404	0.1955129	0.7202093	0.03417373	0.050104	0	0.195513	0.720209	0	0.0341737	0.050104	0.195513	0.720209	0.0341737
27100	-25.10794	-19.67285	-5.435087	7.129581	0.0972648	0.0972648	0.09059515	0.3500688	0.4374535	0.1218825	0.0905951	0	0.350069	0.437454	0	0.121883	0.0905951	0.350069	0.437454	0.121883
27200	-24.78644	-23.41689	-1.369555	1.638845	1.52247	1.52247	0.05917173	0.2529191	0.4917323	0.1961768	0.0591717	0	0.252919	0.491732	0	0.196177	0.0591717	0.252919	0.491732	0.196177
27300	-21.70701	-20.68476	-1.022257	2.285969	0.528047	0.528047	0.03195154	0.3249797	0.3845267	0.258542	0.0319515	0	0.32498	0.384527	0	0.258542	0.0319515	0.32498	0.384527	0.258542
27400	-14.02908	-12.31345	-1.715637	3.166988	0.340409	0.340409	0.07209001	0.4930267	0.3800275	0.05485581	0.07209	0	0.493027	0.380027	0	0.0548558	0.07209	0.493027	0.380027	0.0548558
27500	-18.75566	-17.51658	-1.239087	2.823998	0.206848	0.206848	0.055936	0.2212049	0.6461233	0.07673581	0.055936	0	0.221205	0.646123	0	0.0767358	0.055936	0.221205	0.646123	0.0767358
27600	-18.06236	-15.45095	-2.611409	4.179247	0.223921	0.223921	0.1197868	0.5198881	0.331443	0.02888208	0.119787	0	0.519888	0.331443	0	0.0288821	0.119787	0.519888	0.331443	0.0288821
27700	-25.26493	-21.93246	-3.332474	4.773193	0.351041	0.351041	0.03405442	0.3618205	0.4489981	0.155127	0.0340544	0	0.36182	0.448998	0	0.155127	0.0340544	0.36182	0.448998	0.155127
27800	-19.96978	-19.44629	-0.5234836	2.283885	0.0313577	0.0313577	0.2449057	0.4584395	0.2415861	0.05506869	0.244906	0	0.458439	0.241586	0	0.0550687	0.244906	0.458439	0.241586	0.0550687
27900	-18.62302	-19.18117	0.5581504	1.187699	0.0459096	0.0459096	0.1717263	0.1133026	0.4205315	0.2944396	0.171726	0	0.113303	0.420531	0	0.29444	0.171726	0.113303	0.420531	0.29444
28000	-19.16804	-18.1762	-0.9918318	2.32343	0.460162	0.460162	0.1673059	0.1585577	0.5238662	0.1502702	0.167306	0	0.158558	0.523866	0	0.15027	0.167306	0.158558	0.523866	0.15027
28100	-21.65387	-21.28512	-0.3687573	1.71974	0.440776	0.440776	0.134493	0.4654239	0.3828839	0.01719909	0.134493	0	0.465424	0.382884	0	0.0171991	0.134493	0.465424	0.382884	0.0171991
28200	-15.05415	-14.38344	-0.6707164	1.962739	0.499737	0.499737	0.1243574	0.4941183	0.3003704	0.08115396	0.124357	0	0.494118	0.30037	0	0.081154	0.124357	0.494118	0.30037	0.081154
28300	-21.06186	-20.19701	-0.8648514	1.55418	1.10243	1.10243	0.08140905	0.6804002	0.09747565	0.1407151	0.081409	0	0.6804	0.0974756	0	0.140715	0.081409	0.6804	0.0974756	0.140715
28400	-14.69031	-14.56965	-0.1206641	1.871305	0.0411185	0.0411185	0.007191567	0.6036219	0.3385586	0.05062792	0.00719157	0	0.603622	0.338559	0	0.0506279	0.00719157	0.603622	0.338559	0.0506279
28500	-16.21689	-15.63663	-0.5802594	1.67181	0.700209	0.700209	0.1684521	0.2631183	0.3762264	0.1922031	0.168452	0	0.263118	0.376226	0	0.192203	0.168452	0.263118	0.376226	0.192203
28600	-21.62202	-21.62696	0.00493236	1.394521	0.392306	0.392306	0.3071492	0.4532707	0.164512	0.07506813	0.307149	0	0.453271	0.164512	0	0.0750681	0.307149	0.453271	0.164512	0.0750681
28700	-19.78694	-18.94705	-0.8398921	1.531611	1.10004	1.10004	0.1276793	0.451232	0.3435573	0.07753145	0.127679	0	0.451232	0.343557	0	0.0775315	0.127679	0.451232	0.343557	0.0775315
28800	-16.65376	-16.65696	0.003193323	0.9998366	0.78873	0.78873	0.1379358	0.3679074	0.3110778	0.183079	0.137936	0	0.367907	0.311078	0	0.183079	0.137936	0.367907	0.311078	0.183079
28900	-16.33935	-13.47459	-2.864761	4.403334	0.253187	0.253187	0.01575626	0.3573206	0.5336417	0.09328149	0.0157563	0	0.357321	0.533642	0	0.0932815	0.0157563	0.357321	0.533642	0.0932815
29000	-22.67208	-21.229	-1.443083	3.115352	0.11949	0.11949	0.08476837	0.4701165	0.3579932	0.08712193	0.0847684	0	0.470116	0.357993	0	0.0871219	0.0847684	0.470116	0.357993	0.0871219
29100	-18.96436	-17.28482	-1.679542	3.092449	0.378853	0.378853	0.06359539	0.3375936	0.5473479	0.05146306	0.0635954	0	0.337594	0.547348	0	0.0514631	0.0635954	0.337594	0.547348	0.0514631
29200	-27.22401	-26.5347	-0.689306	1.146321	1.33474	1.33474	0.3030968	0.2626535	0.1330671	0.3011826	0.303097	0	0.262654	0.133067	0	0.301183	0.303097	0.262654	0.133067	0.301183
29300	-16.52324	-16.54204	0.01879805	1.556519	0.216442	0.216442	0.04797497	0.5323241	0.3715078	0.04819311	0.047975	0	0.532324	0.371508	0	0.0481931	0.047975	0.532324	0.371508	0.0481931
29400	-23.17961	-20.03312	-3.14649	4.401021	0.537228	0.537228	0.06784667	0.5816126	0.3249016	0.02563913	0.0678467	0	0.581613	0.324902	0	0.0256391	0.0678467	0.581613	0.324902	0.0256391
29500	-20.41274	-20.48801	0.07527692	1.355465	0.361017	0.361017	0.2287674	0.1240015	0.5953172	0.05191391	0.228767	0	0.124001	0.595317	0	0.0519139	0.228767	0.124001	0.595317	0.0519139
29600	-15.42922	-14.98977	-0.4394503	2.007953	0.223257	0.223257	0.08748574	0.7540689	0.05737209	0.1010733	0.0874857	0	0.754069	0.0573721	0	0.101073	0.0874857	0.754069	0.0573721	0.101073
29700	-15.61523	-14.99874	-0.6164906	1.722389	0.685861	0.685861	0.06875933	0.7106545	0.1141862	0.1064	0.0687593	0	0.710654	0.114186	0	0.1064	0.0687593	0.710654	0.114186	0.1064
29800	-18.99337	-19.50261	0.5092315	0.4152003	0.867328	0.867328	0.2022744	0.06951059	0.4813741	0.2468409	0.202274	0	0.0695106	0.481374	0	0.246841	0.202274	0.0695106	0.481374	0.246841
29900	-17.64707	-17.43347	-0.213593	1.677082	0.328271	0.328271	0.2415906	0.3942997	0.2251937	0.138916	0.241591	0	0.3943	0.225194	0	0.138916	0.241591	0.3943	0.225194	0.138916
30000	-18.31949	-19.02967	0.7101791	1.063059	0.0185216	0.0185216	0.5014123	0.2215446	0.1871657	0.08987748	0.501412	0	0.221545	0.187166	0	0.0898775	0.501412	0.221545	0.187166	0.0898775
30100	-19.67899	-19.66575	-0.01324153	1.335816	0.469185	0.469185	0.006397822	0.453881	0.3993809	0.1403402	0.00639782	0	0.453881	0.399381	0	0.14034	0.00639782	0.453881	0.399381	0.14034
30200	-16.77449	-17.60984	0.8353588	0.8189252	0.137476	0.137476	0.1769821	0.2430955	0.3746002	0.2053221	0.176982	0	0.243096	0.3746	0	0.205322	0.176982	0.243096	0.3746	0.205322
30300	-24.58072	-23.99379	-0.5869233	2.247898	0.130785	0.130785	0.2945534	0.5752258	0.04278423	0.08743651	0.294553	0	0.575226	0.0427842	0	0.0874365	0.294553	0.575226	0.0427842	0.0874365
30400	-21.49116	-19.34992	-2.141237	1.986303	1.94669	1.94669	0.1983594	0.5133772	0.1427768	0.1454866	0.198359	0	0.513377	0.142777	0	0.145487	0.198359	0.513377	0.142777	0.145487
30500	-17.42693	-15.49941	-1.927518	3.429048	0.290229	0.290229	0.009099533	0.242386	0.7101412	0.03837331	0.00909953	0	0.242386	0.710141	0	0.0383733	0.00909953	0.242386	0.710141	0.0383733
30600	-20.88526	-19.4982	-1.387068	2.899323	0.279505	0.279505	0.1034134	0.5525266	0.3188276	0.02523247	0.103413	0	0.552527	0.318828	0	0.0252325	0.103413	0.552527	0.318828	0.0252325
30700	-18.48538	-15.76157	-2.723809	4.041874	0.473695	0.473695	0.03482864	0.6962957	0.2183364	0.05053927	0.0348286	0	0.696296	0.218336	0	0.0505393	0.0348286	0.696296	0.218336	0.0505393
30800	-17.90744	-16.81818	-1.089267	2.484625	0.396401	0.396401	0.03246089	0.4350964	0.4788688	0.0535739	0.0324609	0	0.435096	0.478869	0	0.0535739	0.0324609	0.435096	0.478869	0.0535739
30900	-21.59182	-22.45499	0.8631751	0.7223094	0.206275	0.206275	0.1287358	0.3758002	0.359033	0.1364311	0.128736	0	0.3758	0.359033	0	0.136431	0.128736	0.3758	0.359033	0.136431
31000	-17.25395	-16.38311	-0.8708444	1.765865	0.896738	0.896738	0.1321319	0.1852555	0.469189	0.2134236	0.132132	0	0.185255	0.469189	0	0.213424	0.132132	0.185255	0.469189	0.213424
31100	-21.0893	-21.86927	0.7799687	0.8720005	0.13979	0.13979	0.2587699	0.1545094	0.2299378	0.356783	0.25877	0	0.154509	0.229938	0	0.356783	0.25877	0.154509	0.229938	0.356783
31200	-24.80305	-24.18282	-0.620231	1.528524	0.883466	0.883466	0.08580243	0.6057505	0.1359546	0.1724925	0.0858024	0	0.60575	0.135955	0	0.172492	0.0858024	0.60575	0.135955	0.172492
31300	-17.21499	-14.69042	-2.524567	3.925669	0.390658	0.390658	0.07091824	0.778777	0.07587558	0.07442922	0.0709182	0	0.778777	0.0758756	0	0.0744292	0.0709182	0.778777	0.0758756	0.0744292
31400	-18.59101	-18.36648	-0.2245323	1.928078	0.0882141	0.0882141	0.04994555	0.5265668	0.2627193	0.1607684	0.0499455	0	0.526567	0.262719	0	0.160768	0.0499455	0.526567	0.262719	0.160768
31500	-16.18512	-15.57925	-0.6058763	2.039505	0.358131	0.358131	0.07270622	0.5346873	0.3106559	0.08195057	0.0727062	0	0.534687	0.310656	0	0.0819506	0.0727062	0.534687	0.310656	0.0819506
31600	-20.26586	-19.48442	-0.7814367	1.837293	0.735903	0.735903	0.1637263	0.3397086	0.2632071	0.233358	0.163726	0	0.339709	0.263207	0	0.233358	0.163726	0.339709	0.263207	0.233358
31700	-19.00388	-17.87605	-1.127828	1.245398	1.67419	1.67419	0.08549825	0.6418183	0.08027879	0.1924046	0.0854983	0	0.641818	0.0802788	0	0.192405	0.0854983	0.641818	0.0802788	0.192405
31800	-16.3259	-15.2936	-1.032296	2.565659	0.258396	0.258396	0.0993247	0.6642108	0.1424957	0.09396885	0.0993247	0	0.664211	0.142496	0	0.0939688	0.0993247	0.664211	0.142496	0.0939688
31900	-17.24953	-17.92804	0.6785141	0.6488537	0.464392	0.464392	0.2324685	0.3798926	0.1714978	0.2161411	0.232469	0	0.379893	0.171498	0	0.216141	0.232469	0.379893	0.171498	0.216141
32000	-27.34901	-26.96682	-0.3821914	1.805197	0.368754	0.368754	0.3308667	0.192115	0.4197058	0.05731259	0.330867	0	0.192115	0.419706	0	0.0573126	0.330867	0.192115	0.419706	0.0573126
32100	-17.1712	-16.15978	-1.011424	2.393226	0.409958	0.409958	0.01591819	0.6498427	0.3043206	0.02991855	0.0159182	0	0.649843	0.304321	0	0.0299185	0.0159182	0.649843	0.304321	0.0299185
32200	-19.47572	-18.85992	-0.6157922	1.885079	0.522473	0.522473	0.2327898	0.5293336	0.1939948	0.04388184	0.23279	0	0.529334	0.193995	0	0.0438818	0.23279	0.529334	0.193995	0.0438818
32300	-16.66076	-16.60747	-0.05329722	1.740438	0.104618	0.104618	0.1112289	0.5837421	0.1851362	0.1198928	0.111229	0	0.583742	0.185136	0	0.119893	0.111229	0.583742	0.185136	0.119893
32400	-16.97424	-16.22649	-0.7477532	2.102246	0.437267	0.437267	0.08209675	0.6668416	0.1883306	0.06273099	0.0820968	0	0.666842	0.188331	0	0.062731	0.0820968	0.666842	0.188331	0.062731
32500	-27.09454	-25.57159	-1.522955	2.674738	0.639976	0.639976	0.2507402	0.598254	0.1101719	0.0408339	0.25074	0	0.598254	0.110172	0	0.0408339	0.25074	0.598254	0.110172	0.0408339
32600	-18.18692	-18.28095	0.09402689	1.466679	0.231053	0.231053	0.1424859	0.51889	0.2128598	0.1257644	0.142486	0	0.51889	0.21286	0	0.125764	0.142486	0.51889	0.21286	0.125764
32700	-22.69392	-21.70293	-0.9909982	1.536808	1.24595	1.24595	0.1742273	0.6136732	0.1686958	0.04340377	0.174227	0	0.613673	0.168696	0	0.0434038	0.174227	0.613673	0.168696	0.0434038
32800	-20.65996	-19.86928	-0.7906798	2.426839	0.1556	0.1556	0.2575187	0.5657178	0.1295644	0.04719911	0.257519	0	0.565718	0.129564	0	0.0471991	0.257519	0.565718	0.129564	0.0471991
32900	-22.81842	-20.35427	-2.464147	3.871259	0.384647	0.384647	0.01566367	0.7927477	0.1273754	0.06421321	0.0156637	0	0.792748	0.127375	0	0.0642132	0.0156637	0.792748	0.127375	0.0642132
33000	-23.41297	-22.07734	-1.335636	2.749908	0.377487	0.377487	0.14119	0.4078783	0.3782635	0.07266822	0.14119	0	0.407878	0.378263	0	0.0726682	0.14119	0.407878	0.378263	0.0726682
33100	-22.97505	-20.34825	-2.626807	4.381197	0.0373692	0.0373692	0.1214916	0.5361289	0.3114547	0.03092476	0.121492	0	0.536129	0.311455	0	0.0309248	0.121492	0.536129	0.311455	0.0309248
33200	-16.00031	-16.65689	0.6565733	0.8367745	0.298412	0.298412	0.09421686	0.3352235	0.41206	0.1584995	0.0942169	0	0.335224	0.41206	0	0.1585	0.0942169	0.335224	0.41206	0.1585
33300	-16.44232	-15.70203	-0.7402956	1.737858	0.794197	0.794197	0.07540531	0.4186965	0.428443	0.07745519	0.0754053	0	0.418696	0.428443	0	0.0774552	0.0754053	0.418696	0.428443	0.0774552
33400	-16.82288	-15.66179	-1.161082	1.984793	0.968048	0.968048	0.03832542	0.4624898	0.330492	0.1686928	0.0383254	0	0.46249	0.330492	0	0.168693	0.0383254	0.46249	0.330492	0.168693
33500	-21.31143	-20.53527	-0.7761579	2.064181	0.503736	0.503736	0.05006066	0.5975999	0.1749842	0.1773552	0.0500607	0	0.5976	0.174984	0	0.177355	0.0500607	0.5976	0.174984	0.177355
33600	-16.12582	-15.93653	-0.1892925	1.211306	0.769746	0.769746	0.004103061	0.5669615	0.1435129	0.2854225	0.00410306	0	0.566961	0.143513	0	0.285423	0.00410306	0.566961	0.143513	0.285423
33700	-29.19641	-27.20411	-1.992306	3.70176	0.0823051	0.0823051	0.1878231	0.252209	0.2761539	0.283814	0.187823	0	0.252209	0.276154	0	0.283814	0.187823	0.252209	0.276154	0.283814
33800	-19.89193	-19.02632	-0.865615	2.643463	0.0139114	0.0139114	0.2511533	0.4265717	0.2815356	0.04073948	0.251153	0	0.426572	0.281536	0	0.0407395	0.251153	0.426572	0.281536	0.0407395
33900	-17.71144	-17.01156	-0.699874	2.18726	0.304374	0.304374	0.1484523	0.188931	0.5434065	0.1192102	0.148452	0	0.188931	0.543406	0	0.11921	0.148452	0.188931	0.543406	0.11921
34000	-17.18254	-15.82968	-1.352863	2.652427	0.492196	0.492196	0.02728001	0.8144223	0.1009582	0.05733951	0.02728	0	0.814422	0.100958	0	0.0573395	0.02728	0.814422	0.100958	0.0573395
34100	-17.01795	-16.33106	-0.6868843	2.206589	0.272054	0.272054	0.211626	0.1720266	0.5536328	0.06271455	0.211626	0	0.172027	0.553633	0	0.0627145	0.211626	0.172027	0.553633	0.0627145
34200	-18.12114	-18.5908	0.4696544	0.8891326	0.432973	0.432973	0.1435227	0.4723696	0.2408257	0.143282	0.143523	0	0.47237	0.240826	0	0.143282	0.143523	0.47237	0.240826	0.143282
34300	-20.19647	-17.76208	-2.434393	3.50741	0.718743	0.718743	0.07313742	0.1402324	0.7288277	0.05780252	0.0731374	0	0.140232	0.728828	0	0.0578025	0.0731374	0.140232	0.728828	0.0578025
34400	-20.32136	-20.76688	0.4455169	1.281368	0.0648749	0.0648749	0.2030186	0.1519933	0.5498694	0.09511866	0.203019	0	0.151993	0.549869	0	0.0951187	0.203019	0.151993	0.549869	0.0951187
34500	-20.88607	-21.20142	0.3153526	0.9345451	0.541862	0.541862	0.08791205	0.3760961	0.3247507	0.2112412	0.087912	0	0.376096	0.324751	0	0.211241	0.087912	0.376096	0.324751	0.211241
34600	-16.87057	-16.57343	-0.297135	1.286611	0.802283	0.802283	0.09041486	0.1655575	0.4252	0.3188276	0.0904149	0	0.165557	0.4252	0	0.318828	0.0904149	0.165557	0.4252	0.318828
34700	-18.53792	-14.40361	-4.134308	5.448893	0.477174	0.477174	0.0489215	0.548742	0.3463662	0.0559703	0.0489215	0	0.548742	0.346366	0	0.0559703	0.0489215	0.548742	0.346366	0.0559703
34800	-17.49682	-17.23184	-0.2649857	1.966484	0.0902609	0.0902609	0.09495082	0.400378	0.4781521	0.02651909	0.0949508	0	0.400378	0.478152	0	0.0265191	0.0949508	0.400378	0.478152	0.0265191
34900	-20.6082	-20.94206	0.3338569	0.7740717	0.683831	0.683831	0.008571396	0.4046162	0.331906	0.2549064	0.0085714	0	0.404616	0.331906	0	0.254906	0.0085714	0.404616	0.331906	0.254906
35000	-15.77816	-15.69883	-0.07932249	1.491537	0.379545	0.379545	0.03396461	0.6131216	0.2101207	0.142793	0.0339646	0	0.613122	0.210121	0	0.142793	0.0339646	0.613122	0.210121	0.142793
35100	-19.57827	-19.83583	0.2575601	1.291681	0.242518	0.242518	0.002337733	0.6033698	0.343077	0.0512154	0.00233773	0	0.60337	0.343077	0	0.0512154	0.00233773	0.60337	0.343077	0.0512154
35200	-18.91921	-18.49834	-0.420868	1.622453	0.590175	0.590175	0.03398776	0.7289679	0.1240315	0.1130128	0.0339878	0	0.728968	0.124031	0	0.113013	0.0339878	0.728968	0.124031	0.113013
35300	-17.40025	-15.8335	-1.566752	1.627164	1.73135	1.73135	0.09147206	0.4110149	0.3214552	0.1760578	0.0914721	0	0.411015	0.321455	0	0.176058	0.0914721	0.411015	0.321455	0.176058
35400	-20.92125	-21.27911	0.3578611	1.00438	0.429518	0.429518	0.09143616	0.4687189	0.2175834	0.2222616	0.0914362	0	0.468719	0.217583	0	0.222262	0.0914362	0.468719	0.217583	0.222262
35500	-17.46682	-15.46351	-2.003308	3.478269	0.316799	0.316799	0.08576093	0.6629931	0.1616746	0.08957138	0.0857609	0	0.662993	0.161675	0	0.0895714	0.0857609	0.662993	0.161675	0.0895714
35600	-13.89295	-12.75542	-1.137529	2.485274	0.444014	0.444014	0.01542028	0.8623154	0.06064862	0.06161571	0.0154203	0	0.862315	0.0606486	0	0.0616157	0.0154203	0.862315	0.0606486	0.0616157
35700	-16.63582	-16.37397	-0.2618467	1.608406	0.4452	0.4452	0.1090318	0.09817273	0.6584141	0.1343814	0.109032	0	0.0981727	0.658414	0	0.134381	0.109032	0.0981727	0.658414	0.134381
35800	-17.15651	-15.83091	-1.325598	2.689828	0.427529	0.427529	0.05023662	0.4856222	0.4325057	0.03163551	0.0502366	0	0.485622	0.432506	0	0.0316355	0.0502366	0.485622	0.432506	0.0316355
35900	-18.38571	-15.51404	-2.871674	4.008933	0.654501	0.654501	0.02260534	0.2203746	0.6750219	0.08199813	0.0226053	0	0.220375	0.675022	0	0.0819981	0.0226053	0.220375	0.675022	0.0819981
36000	-21.47483	-20.38182	-1.093009	2.353209	0.53156	0.53156	0.2681194	0.1464616	0.5044707	0.08094825	0.268119	0	0.146462	0.504471	0	0.0809482	0.268119	0.146462	0.504471	0.0809482
36100	-13.47865	-12.27651	-1.202139	2.605278	0.38862	0.38862	0.03530186	0.8001086	0.02282689	0.1417626	0.0353019	0	0.800109	0.0228269	0	0.141763	0.0353019	0.800109	0.0228269	0.141763
36200	-22.08404	-22.07045	-0.01358775	1.363596	0.441752	0.441752	0.1436834	0.7191554	0.06910262	0.06805862	0.143683	0	0.719155	0.0691026	0	0.0680586	0.143683	0.719155	0.0691026	0.0680586
36300	-24.4931	-23.85552	-0.6375727	1.939631	0.489701	0.489701	0.2205925	0.3078366	0.3265632	0.1450077	0.220593	0	0.307837	0.326563	0	0.145008	0.220593	0.307837	0.326563	0.145008
36400	-22.03291	-20.64881	-1.384105	2.917577	0.258288	0.258288	0.0677036	0.6814847	0.2030019	0.04780979	0.0677036	0	0.681485	0.203002	0	0.0478098	0.0677036	0.681485	0.203002	0.0478098
36500	-23.38431	-23.06197	-0.322338	1.993445	0.120652	0.120652	0.2125079	0.3241427	0.4226112	0.04073825	0.212508	0	0.324143	0.422611	0	0.0407382	0.212508	0.324143	0.422611	0.0407382
36600	-13.84199	-13.50637	-0.3356132	2.042535	0.0848375	0.0848375	0.0486218	0.2097835	0.6782524	0.06334231	0.0486218	0	0.209783	0.678252	0	0.0633423	0.0486218	0.209783	0.678252	0.0633423
36700	-17.98784	-17.49748	-0.4903603	1.627515	0.654605	0.654605	0.145246	0.4345283	0.3681555	0.05207016	0.145246	0	0.434528	0.368156	0	0.0520702	0.145246	0.434528	0.368156	0.0520702
36800	-16.82318	-16.76226	-0.06091479	1.774146	0.0785283	0.0785283	0.1274015	0.6625278	0.09739653	0.1126742	0.127401	0	0.662528	0.0973965	0	0.112674	0.127401	0.662528	0.0973965	0.112674
36900	-15.96374	-15.74211	-0.2216313	1.319536	0.693855	0.693855	0.09901309	0.4990708	0.2023167	0.1995995	0.0990131	0	0.499071	0.202317	0	0.199599	0.0990131	0.499071	0.202317	0.199599
37000	-15.05422	-13.42825	-1.625968	3.272765	0.144963	0.144963	0.05347406	0.701843	0.1237817	0.1209012	0.0534741	0	0.701843	0.123782	0	0.120901	0.0534741	0.701843	0.123782	0.120901
37100	-16.41424	-14.49107	-1.923168	3.375954	0.338973	0.338973	0.06077456	0.5614069	0.2854698	0.09234872	0.0607746	0	0.561407	0.28547	0	0.0923487	0.0607746	0.561407	0.28547	0.0923487
37200	-20.29746	-20.31673	0.01927685	1.454025	0.318458	0.318458	0.2320907	0.4079007	0.2218016	0.1382071	0.232091	0	0.407901	0.221802	0	0.138207	0.232091	0.407901	0.221802	0.138207
37300	-15.51246	-15.31979	-0.1926676	1.859274	0.125153	0.125153	0.1059326	0.4089735	0.4239255	0.0611684	0.105933	0	0.408974	0.423925	0	0.0611684	0.105933	0.408974	0.423925	0.0611684
37400	-19.68048	-19.72179	0.04130878	1.140965	0.609485	0.609485	0.1201626	0.3267841	0.5076801	0.04537319	0.120163	0	0.326784	0.50768	0	0.0453732	0.120163	0.326784	0.50768	0.0453732
37500	-18.29039	-19.2103	0.9199121	0.8125815	0.0592659	0.0592659	0.01846212	0.6013615	0.2685636	0.1116128	0.0184621	0	0.601362	0.268564	0	0.111613	0.0184621	0.601362	0.268564	0.111613
37600	-17.54663	-17.51064	-0.03598569	1.31187	0.515875	0.515875	0.1555428	0.1695631	0.4786689	0.1962252	0.155543	0	0.169563	0.478669	0	0.196225	0.155543	0.169563	0.478669	0.196225
37700	-20.80191	-20.81091	0.009002249	1.395112	0.387646	0.387646	0.04650163	0.2409952	0.4398875	0.2726156	0.0465016	0	0.240995	0.439888	0	0.272616	0.0465016	0.240995	0.439888	0.272616
37800	-19.43656	-18.86621	-0.5703512	1.575003	0.787108	0.787108	0.01003773	0.7163307	0.05087016	0.2227614	0.0100377	0	0.716331	0.0508702	0	0.222761	0.0100377	0.716331	0.0508702	0.222761
