Iteration	Posterior	Likelihood	Prior	clock_host	phy_scale[1]	phy_scale[2]	switch_rate_0_to_1	switch_rate_1_to_0	switch_rate_1_to_2	switch_rate_2_to_1	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]	switch_rates_pos[3]	switch_rates_pos[4]
2400	-15.91333	-15.4577	-0.4556369	1.999038	0.248358	0.248358	0.0824203	0.728449	0.03397854	0.1551521	0.0824203	0	0.728449	0.0339785	0	0.155152	0.0824203	0.728449	0.0339785	0.155152
2500	-15.58187	-12.42357	-3.158303	4.295669	0.654393	0.654393	0.07436083	0.4094414	0.4969686	0.01922916	0.0743608	0	0.409441	0.496969	0	0.0192292	0.0743608	0.409441	0.496969	0.0192292
2600	-24.366	-23.78125	-0.5847574	1.786602	0.589915	0.589915	0.1945031	0.418252	0.3555872	0.0316578	0.194503	0	0.418252	0.355587	0	0.0316578	0.194503	0.418252	0.355587	0.0316578
2700	-19.48125	-16.78621	-2.695045	3.275976	1.21083	1.21083	0.0307517	0.4311455	0.4363437	0.101759	0.0307517	0	0.431146	0.436344	0	0.101759	0.0307517	0.431146	0.436344	0.101759
2800	-15.36905	-14.41889	-0.9501645	2.523505	0.218419	0.218419	0.1394551	0.620508	0.1592382	0.0807986	0.139455	0	0.620508	0.159238	0	0.0807986	0.139455	0.620508	0.159238	0.0807986
2900	-18.79506	-15.04453	-3.750532	5.017364	0.524928	0.524928	0.04390604	0.3197971	0.5897909	0.04650596	0.043906	0	0.319797	0.589791	0	0.046506	0.043906	0.319797	0.589791	0.046506
3000	-21.81045	-19.21259	-2.597864	2.447174	1.94245	1.94245	0.002655091	0.697283	0.2310223	0.06903957	0.00265509	0	0.697283	0.231022	0	0.0690396	0.00265509	0.697283	0.231022	0.0690396
3100	-17.85727	-17.23536	-0.6219178	2.210873	0.202804	0.202804	0.04300034	0.343564	0.5095628	0.1038729	0.0430003	0	0.343564	0.509563	0	0.103873	0.0430003	0.343564	0.509563	0.103873
3200	-18.77095	-17.35427	-1.416679	1.650309	1.55813	1.55813	0.09907364	0.6152739	0.1946655	0.09098699	0.0990736	0	0.615274	0.194666	0	0.090987	0.0990736	0.615274	0.194666	0.090987
3300	-23.33855	-20.67352	-2.665027	4.131795	0.324992	0.324992	0.07927995	0.5454003	0.2660712	0.1092485	0.0792799	0	0.5454	0.266071	0	0.109249	0.0792799	0.5454	0.266071	0.109249
3400	-15.41235	-11.51949	-3.892869	5.119788	0.564841	0.564841	0.1065503	0.7411488	0.06922134	0.08307957	0.10655	0	0.741149	0.0692213	0	0.0830796	0.10655	0.741149	0.0692213	0.0830796
3500	-18.10433	-15.72792	-2.376416	3.917728	0.250448	0.250448	0.01225335	0.622814	0.2617398	0.1031928	0.0122533	0	0.622814	0.26174	0	0.103193	0.0122533	0.622814	0.26174	0.103193
3600	-14.74589	-13.69277	-1.053123	2.146181	0.698701	0.698701	0.02654208	0.7639081	0.04058178	0.168968	0.0265421	0	0.763908	0.0405818	0	0.168968	0.0265421	0.763908	0.0405818	0.168968
3700	-22.88005	-22.28491	-0.5951386	2.039578	0.34732	0.34732	0.05247139	0.7954909	0.07604543	0.07599227	0.0524714	0	0.795491	0.0760454	0	0.0759923	0.0524714	0.795491	0.0760454	0.0759923
3800	-20.28515	-17.0998	-3.185353	3.587882	1.38923	1.38923	0.09599238	0.688382	0.09375788	0.1218677	0.0959924	0	0.688382	0.0937579	0	0.121868	0.0959924	0.688382	0.0937579	0.121868
3900	-15.7782	-15.13203	-0.6461617	1.435786	1.00213	1.00213	0.05846144	0.3924113	0.4591318	0.08999546	0.0584614	0	0.392411	0.459132	0	0.0899955	0.0584614	0.392411	0.459132	0.0899955
4000	-18.42222	-16.41542	-2.006801	3.482998	0.315563	0.315563	0.04778908	0.3771919	0.4198985	0.1551205	0.0477891	0	0.377192	0.419899	0	0.15512	0.0477891	0.377192	0.419899	0.15512
4100	-19.6686	-19.24224	-0.4263623	2.182783	0.0353387	0.0353387	0.1960406	0.5861191	0.1303198	0.0875205	0.196041	0	0.586119	0.13032	0	0.0875205	0.196041	0.586119	0.13032	0.0875205
4200	-17.38934	-16.97038	-0.4189633	1.594763	0.61596	0.61596	0.1351008	0.4273344	0.3411646	0.09640022	0.135101	0	0.427334	0.341165	0	0.0964002	0.135101	0.427334	0.341165	0.0964002
4300	-14.94092	-13.68476	-1.256162	2.426764	0.621157	0.621157	0.0202307	0.8751683	0.02077904	0.08382199	0.0202307	0	0.875168	0.020779	0	0.083822	0.0202307	0.875168	0.020779	0.083822
4400	-16.2264	-12.34574	-3.880669	5.631379	0.0410489	0.0410489	0.05804153	0.4787923	0.4143336	0.04883264	0.0580415	0	0.478792	0.414334	0	0.0488326	0.0580415	0.478792	0.414334	0.0488326
4500	-17.26538	-14.09583	-3.169547	4.946078	0.0152285	0.0152285	0.1257213	0.4252904	0.4302723	0.01871601	0.125721	0	0.42529	0.430272	0	0.018716	0.125721	0.42529	0.430272	0.018716
4600	-14.76953	-15.45634	0.6868126	1.017491	0.0874555	0.0874555	0.136313	0.315981	0.4013388	0.1463672	0.136313	0	0.315981	0.401339	0	0.146367	0.136313	0.315981	0.401339	0.146367
4700	-15.79677	-11.61764	-4.179129	5.38108	0.589808	0.589808	0.04483109	0.5024935	0.4374745	0.01520095	0.0448311	0	0.502494	0.437474	0	0.0152009	0.0448311	0.502494	0.437474	0.0152009
4800	-16.98126	-15.66432	-1.31694	2.906935	0.201764	0.201764	0.1946132	0.1521009	0.584878	0.06840794	0.194613	0	0.152101	0.584878	0	0.0684079	0.194613	0.152101	0.584878	0.0684079
4900	-19.09474	-18.52064	-0.5740961	2.166485	0.199371	0.199371	0.04735567	0.5251742	0.2759787	0.1514914	0.0473557	0	0.525174	0.275979	0	0.151491	0.0473557	0.525174	0.275979	0.151491
5000	-22.0898	-21.80404	-0.2857606	1.409964	0.667556	0.667556	0.1803864	0.2596684	0.4350096	0.1249356	0.180386	0	0.259668	0.43501	0	0.124936	0.180386	0.259668	0.43501	0.124936
5100	-17.5426	-18.00688	0.4642751	0.9376323	0.389852	0.389852	0.2077107	0.2114667	0.3867672	0.1940554	0.207711	0	0.211467	0.386767	0	0.194055	0.207711	0.211467	0.386767	0.194055
5200	-21.50086	-20.92675	-0.5741095	1.972727	0.393142	0.393142	0.05388426	0.1940458	0.6579392	0.09413082	0.0538843	0	0.194046	0.657939	0	0.0941308	0.0538843	0.194046	0.657939	0.0941308
5300	-21.5304	-21.86855	0.3381473	0.9372194	0.516393	0.516393	0.1692486	0.2904821	0.4126914	0.1275779	0.169249	0	0.290482	0.412691	0	0.127578	0.169249	0.290482	0.412691	0.127578
5400	-17.23901	-15.03232	-2.206684	3.692274	0.30617	0.30617	0.0435388	0.7456246	0.1592994	0.05153721	0.0435388	0	0.745625	0.159299	0	0.0515372	0.0435388	0.745625	0.159299	0.0515372
5500	-20.9474	-21.46215	0.5147524	1.163693	0.113314	0.113314	0.00891329	0.3745699	0.2995097	0.3170071	0.00891329	0	0.37457	0.29951	0	0.317007	0.00891329	0.37457	0.29951	0.317007
5600	-19.93882	-19.74286	-0.1959662	1.715394	0.272332	0.272332	0.109621	0.5045763	0.2801951	0.1056075	0.109621	0	0.504576	0.280195	0	0.105608	0.109621	0.504576	0.280195	0.105608
5700	-19.67446	-17.4605	-2.213962	3.526685	0.479036	0.479036	0.1824513	0.7329892	0.07484664	0.009712821	0.182451	0	0.732989	0.0748466	0	0.00971282	0.182451	0.732989	0.0748466	0.00971282
5800	-15.74361	-14.35129	-1.392323	3.059303	0.12478	0.12478	0.01178205	0.6086317	0.252136	0.1274503	0.0117821	0	0.608632	0.252136	0	0.12745	0.0117821	0.608632	0.252136	0.12745
5900	-15.87646	-15.82882	-0.04763638	1.804846	0.0345498	0.0345498	0.2353224	0.6016429	0.05684246	0.1061922	0.235322	0	0.601643	0.0568425	0	0.106192	0.235322	0.601643	0.0568425	0.106192
6000	-19.92558	-19.99875	0.07317468	1.670823	0.0477618	0.0477618	0.150266	0.6354961	0.1140461	0.1001919	0.150266	0	0.635496	0.114046	0	0.100192	0.150266	0.635496	0.114046	0.100192
6100	-16.43574	-14.66492	-1.770829	2.147236	1.41535	1.41535	0.03959004	0.7392905	0.1362313	0.08488811	0.03959	0	0.739291	0.136231	0	0.0848881	0.03959	0.739291	0.136231	0.0848881
6200	-20.38702	-19.47076	-0.9162651	2.58678	0.121245	0.121245	0.2505615	0.5731385	0.08773653	0.08856346	0.250561	0	0.573139	0.0877365	0	0.0885635	0.250561	0.573139	0.0877365	0.0885635
6300	-19.33756	-18.47369	-0.8638694	2.603257	0.0523715	0.0523715	0.08115468	0.5813052	0.2368373	0.1007028	0.0811547	0	0.581305	0.236837	0	0.100703	0.0811547	0.581305	0.236837	0.100703
6400	-15.0949	-14.23019	-0.8647094	1.400597	1.25587	1.25587	0.002828698	0.7126982	0.1833623	0.1011108	0.0028287	0	0.712698	0.183362	0	0.101111	0.0028287	0.712698	0.183362	0.101111
6500	-18.28451	-19.00495	0.7204339	1.008568	0.0627573	0.0627573	0.06637503	0.7171326	0.1253959	0.09109648	0.066375	0	0.717133	0.125396	0	0.0910965	0.066375	0.717133	0.125396	0.0910965
6600	-17.56783	-17.12777	-0.4400587	2.196733	0.035085	0.035085	0.07280134	0.6883125	0.1061861	0.1327	0.0728013	0	0.688313	0.106186	0	0.1327	0.0728013	0.688313	0.106186	0.1327
6700	-21.06138	-20.45796	-0.6034187	1.605069	0.790109	0.790109	0.03929319	0.5371394	0.2241384	0.199429	0.0392932	0	0.537139	0.224138	0	0.199429	0.0392932	0.537139	0.224138	0.199429
6800	-17.1435	-17.06842	-0.07507783	1.408797	0.458041	0.458041	0.01439559	0.7340663	0.1534666	0.09807159	0.0143956	0	0.734066	0.153467	0	0.0980716	0.0143956	0.734066	0.153467	0.0980716
6900	-18.86235	-18.94876	0.08641122	1.529275	0.176074	0.176074	0.04208054	0.4128009	0.303319	0.2417996	0.0420805	0	0.412801	0.303319	0	0.2418	0.0420805	0.412801	0.303319	0.2418
7000	-18.74132	-18.02584	-0.715478	1.712045	0.795193	0.795193	0.0553411	0.7241598	0.1749619	0.04553723	0.0553411	0	0.72416	0.174962	0	0.0455372	0.0553411	0.72416	0.174962	0.0455372
7100	-21.42157	-20.01654	-1.405031	2.790452	0.406338	0.406338	0.02515838	0.2258061	0.7009733	0.04806219	0.0251584	0	0.225806	0.700973	0	0.0480622	0.0251584	0.225806	0.700973	0.0480622
7200	-17.47018	-16.27684	-1.193336	2.56242	0.422675	0.422675	0.1035785	0.5535308	0.2243899	0.1185008	0.103578	0	0.553531	0.22439	0	0.118501	0.103578	0.553531	0.22439	0.118501
7300	-16.69955	-16.52522	-0.1743309	1.567917	0.398173	0.398173	0.1066755	0.03595437	0.7519273	0.1054428	0.106675	0	0.0359544	0.751927	0	0.105443	0.106675	0.0359544	0.751927	0.105443
7400	-14.81173	-14.17997	-0.6317547	1.796721	0.626793	0.626793	0.1712455	0.1561072	0.5977416	0.07490573	0.171245	0	0.156107	0.597742	0	0.0749057	0.171245	0.156107	0.597742	0.0749057
7500	-20.08353	-19.70746	-0.3760689	1.990654	0.177175	0.177175	0.1075868	0.4548461	0.2349801	0.202587	0.107587	0	0.454846	0.23498	0	0.202587	0.107587	0.454846	0.23498	0.202587
7600	-20.06395	-18.99165	-1.072306	1.721164	1.1429	1.1429	0.0129986	0.4970656	0.3425652	0.1473706	0.0129986	0	0.497066	0.342565	0	0.147371	0.0129986	0.497066	0.342565	0.147371
7700	-17.25333	-15.82654	-1.426791	2.764493	0.454057	0.454057	0.1261332	0.3445938	0.4332336	0.09603944	0.126133	0	0.344594	0.433234	0	0.0960394	0.126133	0.344594	0.433234	0.0960394
7800	-15.18242	-14.91197	-0.2704499	1.160936	0.901273	0.901273	0.07785601	0.7468283	0.006392193	0.1689235	0.077856	0	0.746828	0.00639219	0	0.168923	0.077856	0.746828	0.00639219	0.168923
7900	-21.48143	-20.37914	-1.102295	1.674648	1.21941	1.21941	0.1007712	0.3682349	0.4270574	0.1039365	0.100771	0	0.368235	0.427057	0	0.103936	0.100771	0.368235	0.427057	0.103936
8000	-19.91704	-19.86733	-0.04970372	1.364514	0.476949	0.476949	0.07296148	0.6213624	0.2526548	0.05302136	0.0729615	0	0.621362	0.252655	0	0.0530214	0.0729615	0.621362	0.252655	0.0530214
8100	-13.31441	-11.47002	-1.844382	3.489044	0.147097	0.147097	0.0002001491	0.7867535	0.1462475	0.06679892	0.000200149	0	0.786753	0.146247	0	0.0667989	0.000200149	0.786753	0.146247	0.0667989
8200	-21.05187	-18.23495	-2.816919	4.205796	0.402882	0.402882	0.1192019	0.2355767	0.5373259	0.1078955	0.119202	0	0.235577	0.537326	0	0.107895	0.119202	0.235577	0.537326	0.107895
8300	-15.89533	-14.26878	-1.626548	2.17952	1.23879	1.23879	0.001947286	0.7981102	0.05162671	0.1483158	0.00194729	0	0.79811	0.0516267	0	0.148316	0.00194729	0.79811	0.0516267	0.148316
8400	-20.04438	-20.04054	-0.003838726	1.504636	0.290962	0.290962	0.246393	0.464217	0.1374553	0.1519348	0.246393	0	0.464217	0.137455	0	0.151935	0.246393	0.464217	0.137455	0.151935
8500	-14.93091	-12.91862	-2.012287	2.638492	1.16556	1.16556	0.0579081	0.7790337	0.1121092	0.05094892	0.0579081	0	0.779034	0.112109	0	0.0509489	0.0579081	0.779034	0.112109	0.0509489
8600	-24.4119	-23.98742	-0.4244858	1.475538	0.740707	0.740707	0.1349775	0.2485628	0.3862827	0.230177	0.134978	0	0.248563	0.386283	0	0.230177	0.134978	0.248563	0.386283	0.230177
8700	-18.66026	-18.44913	-0.2111236	1.645603	0.35728	0.35728	0.0457627	0.4694052	0.407733	0.07709912	0.0457627	0	0.469405	0.407733	0	0.0770991	0.0457627	0.469405	0.407733	0.0770991
8800	-15.5921	-15.6047	0.01260697	1.257787	0.521365	0.521365	0.123206	0.3568202	0.3133152	0.2066586	0.123206	0	0.35682	0.313315	0	0.206659	0.123206	0.35682	0.313315	0.206659
8900	-16.58568	-15.24563	-1.34005	1.972436	1.15937	1.15937	0.03723509	0.6919329	0.1689314	0.1019006	0.0372351	0	0.691933	0.168931	0	0.101901	0.0372351	0.691933	0.168931	0.101901
9000	-16.1547	-13.39564	-2.759059	3.463866	1.08695	1.08695	0.02740843	0.3067991	0.5410977	0.1246948	0.0274084	0	0.306799	0.541098	0	0.124695	0.0274084	0.306799	0.541098	0.124695
9100	-16.2722	-14.24794	-2.024254	3.596773	0.219241	0.219241	0.115269	0.3856676	0.4889517	0.0101117	0.115269	0	0.385668	0.488952	0	0.0101117	0.115269	0.385668	0.488952	0.0101117
9200	-21.40862	-19.34286	-2.065751	3.32145	0.53606	0.53606	0.08799623	0.25589	0.4955133	0.1606005	0.0879962	0	0.25589	0.495513	0	0.1606	0.0879962	0.25589	0.495513	0.1606
9300	-16.2429	-15.09262	-1.150274	2.820546	0.121488	0.121488	0.05828685	0.3376701	0.5504017	0.05364129	0.0582868	0	0.33767	0.550402	0	0.0536413	0.0582868	0.33767	0.550402	0.0536413
9400	-23.74843	-21.37815	-2.370275	2.546644	1.61539	1.61539	0.01566133	0.4850048	0.4375969	0.06173692	0.0156613	0	0.485005	0.437597	0	0.0617369	0.0156613	0.485005	0.437597	0.0617369
9500	-20.02585	-18.21576	-1.810095	2.665947	0.935907	0.935907	0.1256247	0.5968741	0.2434339	0.03406734	0.125625	0	0.596874	0.243434	0	0.0340673	0.125625	0.596874	0.243434	0.0340673
9600	-18.90889	-17.45737	-1.451524	2.480056	0.763228	0.763228	0.002938282	0.5680912	0.3298643	0.09910631	0.00293828	0	0.568091	0.329864	0	0.0991063	0.00293828	0.568091	0.329864	0.0991063
9700	-16.14378	-15.47848	-0.6652961	1.71562	0.741435	0.741435	0.2204404	0.4013298	0.2772622	0.1009676	0.22044	0	0.40133	0.277262	0	0.100968	0.22044	0.40133	0.277262	0.100968
9800	-18.93537	-18.35915	-0.5762128	1.243341	1.12463	1.12463	0.2052127	0.5960221	0.120622	0.07814325	0.205213	0	0.596022	0.120622	0	0.0781433	0.205213	0.596022	0.120622	0.0781433
9900	-16.22405	-14.84912	-1.37493	2.933215	0.233474	0.233474	0.05875776	0.6461888	0.2535347	0.04151873	0.0587578	0	0.646189	0.253535	0	0.0415187	0.0587578	0.646189	0.253535	0.0415187
10000	-19.0609	-19.04112	-0.01978322	1.703195	0.108347	0.108347	0.1244438	0.4992796	0.302483	0.07379361	0.124444	0	0.49928	0.302483	0	0.0737936	0.124444	0.49928	0.302483	0.0737936
10100	-27.85756	-27.21231	-0.6452536	1.41318	1.02383	1.02383	0.02430335	0.4498761	0.375669	0.1501515	0.0243033	0	0.449876	0.375669	0	0.150151	0.0243033	0.449876	0.375669	0.150151
10200	-16.69984	-15.85407	-0.8457677	1.54145	1.09608	1.09608	0.08815205	0.6852386	0.1481315	0.07847775	0.0881521	0	0.685239	0.148132	0	0.0784778	0.0881521	0.685239	0.148132	0.0784778
10300	-19.70843	-17.91877	-1.789664	2.302232	1.27919	1.27919	0.1280432	0.6274226	0.144638	0.09989619	0.128043	0	0.627423	0.144638	0	0.0998962	0.128043	0.627423	0.144638	0.0998962
10400	-18.77673	-16.27362	-2.503114	2.7353	1.55957	1.55957	0.003851741	0.4423203	0.4277454	0.1260825	0.00385174	0	0.44232	0.427745	0	0.126083	0.00385174	0.44232	0.427745	0.126083
10500	-13.52812	-11.62257	-1.905548	3.013057	0.684251	0.684251	0.06646108	0.8418812	0.02401964	0.06763812	0.0664611	0	0.841881	0.0240196	0	0.0676381	0.0664611	0.841881	0.0240196	0.0676381
10600	-23.53846	-22.84509	-0.6933721	1.709501	0.77563	0.77563	0.05115037	0.382565	0.2701098	0.2961749	0.0511504	0	0.382565	0.27011	0	0.296175	0.0511504	0.382565	0.27011	0.296175
10700	-17.5977	-16.56998	-1.027721	2.422468	0.397012	0.397012	0.04679487	0.5578887	0.1402664	0.2550501	0.0467949	0	0.557889	0.140266	0	0.25505	0.0467949	0.557889	0.140266	0.25505
10800	-18.33183	-18.98595	0.6541106	0.7095723	0.428077	0.428077	0.1641922	0.3903218	0.2706551	0.1748309	0.164192	0	0.390322	0.270655	0	0.174831	0.164192	0.390322	0.270655	0.174831
10900	-20.04604	-13.4296	-6.616439	8.382046	0.0261518	0.0261518	0.06917506	0.5749535	0.3015521	0.05431934	0.0691751	0	0.574954	0.301552	0	0.0543193	0.0691751	0.574954	0.301552	0.0543193
11000	-13.91153	-12.13268	-1.778854	2.661249	0.909364	0.909364	0.03458157	0.8541198	0.01958004	0.09171856	0.0345816	0	0.85412	0.01958	0	0.0917186	0.0345816	0.85412	0.01958	0.0917186
11100	-18.48092	-17.99656	-0.4843624	1.814676	0.461446	0.461446	0.08289171	0.5294267	0.0853655	0.3023161	0.0828917	0	0.529427	0.0853655	0	0.302316	0.0828917	0.529427	0.0853655	0.302316
11200	-18.59054	-18.19186	-0.3986787	0.9713054	1.21913	1.21913	0.0652018	0.7127178	0.1737012	0.0483792	0.0652018	0	0.712718	0.173701	0	0.0483792	0.0652018	0.712718	0.173701	0.0483792
11300	-14.92272	-12.82027	-2.102448	3.454583	0.439623	0.439623	0.1038113	0.5683135	0.2735876	0.05428758	0.103811	0	0.568314	0.273588	0	0.0542876	0.103811	0.568314	0.273588	0.0542876
11400	-21.30245	-21.31685	0.01440439	1.654619	0.122736	0.122736	0.1098873	0.39305	0.3821691	0.1148936	0.109887	0	0.39305	0.382169	0	0.114894	0.109887	0.39305	0.382169	0.114894
11500	-22.59467	-22.92319	0.3285153	0.8799728	0.583271	0.583271	0.07050252	0.392464	0.2260053	0.3110283	0.0705025	0	0.392464	0.226005	0	0.311028	0.0705025	0.392464	0.226005	0.311028
11600	-20.00342	-15.66357	-4.339855	5.581988	0.549626	0.549626	0.1065831	0.6359841	0.2283258	0.02910696	0.106583	0	0.635984	0.228326	0	0.029107	0.106583	0.635984	0.228326	0.029107
11700	-15.12799	-14.37479	-0.7532042	2.388248	0.156716	0.156716	0.06272507	0.1270851	0.7953832	0.01480661	0.0627251	0	0.127085	0.795383	0	0.0148066	0.0627251	0.127085	0.795383	0.0148066
11800	-23.58922	-22.86457	-0.7246472	2.308003	0.208404	0.208404	0.1359943	0.2486543	0.3858901	0.2294613	0.135994	0	0.248654	0.38589	0	0.229461	0.135994	0.248654	0.38589	0.229461
11900	-14.07994	-12.67028	-1.409665	3.01806	0.183364	0.183364	0.05753809	0.7140425	0.1490254	0.07939408	0.0575381	0	0.714042	0.149025	0	0.0793941	0.0575381	0.714042	0.149025	0.0793941
12000	-15.49927	-14.45221	-1.047064	2.410725	0.428099	0.428099	0.006380297	0.7480407	0.1485265	0.09705257	0.0063803	0	0.748041	0.148526	0	0.0970526	0.0063803	0.748041	0.148526	0.0970526
12100	-24.31439	-20.20631	-4.108076	4.58306	1.31678	1.31678	0.04579066	0.336231	0.429045	0.1889334	0.0457907	0	0.336231	0.429045	0	0.188933	0.0457907	0.336231	0.429045	0.188933
12200	-14.786	-14.5215	-0.2645057	2.029602	0.0266633	0.0266633	0.1347549	0.7915835	0.0151765	0.05848513	0.134755	0	0.791583	0.0151765	0	0.0584851	0.134755	0.791583	0.0151765	0.0584851
12300	-17.61366	-15.50087	-2.112782	3.653078	0.251463	0.251463	0.04471787	0.7174704	0.1908696	0.04694214	0.0447179	0	0.71747	0.19087	0	0.0469421	0.0447179	0.71747	0.19087	0.0469421
12400	-17.97402	-14.70465	-3.269366	4.477201	0.583924	0.583924	0.3137856	0.6154478	0.00929487	0.06147178	0.313786	0	0.615448	0.00929487	0	0.0614718	0.313786	0.615448	0.00929487	0.0614718
12500	-17.41562	-16.42629	-0.989329	2.468089	0.313	0.313	0.06916919	0.3034153	0.45311	0.1743056	0.0691692	0	0.303415	0.45311	0	0.174306	0.0691692	0.303415	0.45311	0.174306
12600	-17.32491	-16.59688	-0.7280316	1.436505	1.08329	1.08329	0.1608275	0.3881237	0.3731301	0.07791867	0.160827	0	0.388124	0.37313	0	0.0779187	0.160827	0.388124	0.37313	0.0779187
