Iteration	Posterior	Likelihood	Prior	clock_host	phy_scale[1]	phy_scale[2]	switch_rate_0_to_1	switch_rate_1_to_0	switch_rate_1_to_2	switch_rate_2_to_1	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]	switch_rates_pos[3]	switch_rates_pos[4]
24800	-23.27524	-23.27873	0.003495231	0.9923423	0.795922	0.795922	0.1856124	0.4226225	0.07898744	0.3127776	0.185612	0	0.422623	0.0789874	0	0.312778	0.185612	0.422623	0.0789874	0.312778
24900	-17.59234	-16.92853	-0.6638133	2.274424	0.181149	0.181149	0.04823868	0.5497945	0.2896253	0.1123416	0.0482387	0	0.549794	0.289625	0	0.112342	0.0482387	0.549794	0.289625	0.112342
25000	-14.81151	-14.24572	-0.5657874	1.88741	0.470136	0.470136	0.1052665	0.7976124	0.02360502	0.07351614	0.105266	0	0.797612	0.023605	0	0.0735161	0.105266	0.797612	0.023605	0.0735161
25100	-15.13586	-14.23885	-0.8970104	1.453615	1.23515	1.23515	0.009377084	0.7485369	0.05577918	0.1863069	0.00937708	0	0.748537	0.0557792	0	0.186307	0.00937708	0.748537	0.0557792	0.186307
25200	-14.64305	-14.82749	0.184439	1.496129	0.111191	0.111191	0.017474	0.7439512	0.00393776	0.234637	0.017474	0	0.743951	0.00393776	0	0.234637	0.017474	0.743951	0.00393776	0.234637
25300	-19.40641	-19.93339	0.5269801	1.079918	0.184861	0.184861	0.2692974	0.4582481	0.1148604	0.1575941	0.269297	0	0.458248	0.11486	0	0.157594	0.269297	0.458248	0.11486	0.157594
25400	-16.08665	-14.68133	-1.405316	2.73201	0.465066	0.465066	0.0748009	0.6328685	0.2307868	0.0615438	0.0748009	0	0.632868	0.230787	0	0.0615438	0.0748009	0.632868	0.230787	0.0615438
25500	-19.32006	-17.05896	-2.261104	3.152956	0.899907	0.899907	0.04998631	0.5212277	0.2467805	0.1820054	0.0499863	0	0.521228	0.246781	0	0.182005	0.0499863	0.521228	0.246781	0.182005
25600	-18.25699	-17.15273	-1.104264	2.04973	0.846293	0.846293	0.257107	0.3512221	0.3327566	0.05891432	0.257107	0	0.351222	0.332757	0	0.0589143	0.257107	0.351222	0.332757	0.0589143
25700	-21.49638	-20.7101	-0.7862817	2.488215	0.0898264	0.0898264	0.1400161	0.09850919	0.6973457	0.06412896	0.140016	0	0.0985092	0.697346	0	0.064129	0.140016	0.0985092	0.697346	0.064129
25800	-13.26817	-10.12407	-3.144096	4.929387	0.00646843	0.00646843	0.01998826	0.9176179	0.008087077	0.05430675	0.0199883	0	0.917618	0.00808708	0	0.0543067	0.0199883	0.917618	0.00808708	0.0543067
25900	-21.68678	-21.38023	-0.3065526	2.051512	0.0467996	0.0467996	0.01182483	0.1358337	0.5903635	0.2619779	0.0118248	0	0.135834	0.590364	0	0.261978	0.0118248	0.135834	0.590364	0.261978
26000	-17.53002	-17.75784	0.2278214	1.546753	0.0171851	0.0171851	0.2294585	0.4921744	0.2145165	0.06385061	0.229458	0	0.492174	0.214517	0	0.0638506	0.229458	0.492174	0.214517	0.0638506
26100	-20.2623	-19.86038	-0.4019205	1.778931	0.414749	0.414749	0.1393275	0.6203327	0.05685088	0.183489	0.139327	0	0.620333	0.0568509	0	0.183489	0.139327	0.620333	0.0568509	0.183489
26200	-28.33757	-27.28844	-1.049123	0.3644599	2.47642	2.47642	0.01098774	0.2781561	0.1442502	0.5666059	0.0109877	0	0.278156	0.14425	0	0.566606	0.0109877	0.278156	0.14425	0.566606
26300	-18.34824	-18.78941	0.4411705	1.076971	0.273618	0.273618	0.08687561	0.2947962	0.2973706	0.3209576	0.0868756	0	0.294796	0.297371	0	0.320958	0.0868756	0.294796	0.297371	0.320958
26400	-15.78864	-16.02695	0.2383104	1.489371	0.064078	0.064078	0.0775661	0.2961537	0.4888255	0.1374548	0.0775661	0	0.296154	0.488825	0	0.137455	0.0775661	0.296154	0.488825	0.137455
26500	-19.76055	-18.77875	-0.981802	2.239736	0.533826	0.533826	0.2701631	0.3456399	0.3761784	0.008018529	0.270163	0	0.34564	0.376178	0	0.00801853	0.270163	0.34564	0.376178	0.00801853
26600	-16.03028	-16.92605	0.8957658	0.8141982	0.0817955	0.0817955	0.2701103	0.07393737	0.5274711	0.1284812	0.27011	0	0.0739374	0.527471	0	0.128481	0.27011	0.0739374	0.527471	0.128481
26700	-18.06406	-17.64575	-0.4183136	1.368736	0.841337	0.841337	0.07454258	0.3502611	0.4760558	0.09914052	0.0745426	0	0.350261	0.476056	0	0.0991405	0.0745426	0.350261	0.476056	0.0991405
26800	-18.55894	-18.13573	-0.4232144	1.735807	0.479166	0.479166	0.08088753	0.5149757	0.3205505	0.08358631	0.0808875	0	0.514976	0.320551	0	0.0835863	0.0808875	0.514976	0.320551	0.0835863
26900	-19.14245	-18.92097	-0.2214806	1.233794	0.779446	0.779446	0.08412502	0.486267	0.201238	0.22837	0.084125	0	0.486267	0.201238	0	0.22837	0.084125	0.486267	0.201238	0.22837
27000	-16.07744	-16.46974	0.3923071	1.373108	0.0263448	0.0263448	0.2272818	0.5719958	0.09157083	0.1091517	0.227282	0	0.571996	0.0915708	0	0.109152	0.227282	0.571996	0.0915708	0.109152
27100	-18.28258	-17.92411	-0.3584655	1.892956	0.257269	0.257269	0.03871877	0.7184227	0.1142974	0.1285612	0.0387188	0	0.718423	0.114297	0	0.128561	0.0387188	0.718423	0.114297	0.128561
27200	-17.06381	-14.08728	-2.976532	4.142517	0.625774	0.625774	0.07592435	0.5048502	0.339689	0.07953646	0.0759244	0	0.50485	0.339689	0	0.0795365	0.0759244	0.50485	0.339689	0.0795365
27300	-19.9168	-18.74988	-1.166922	2.568352	0.390329	0.390329	0.1396334	0.5573932	0.2089997	0.09397373	0.139633	0	0.557393	0.209	0	0.0939737	0.139633	0.557393	0.209	0.0939737
27400	-19.91259	-16.81414	-3.098451	3.319813	1.5704	1.5704	0.003321974	0.3648011	0.483568	0.1483089	0.00332197	0	0.364801	0.483568	0	0.148309	0.00332197	0.364801	0.483568	0.148309
27500	-22.60926	-21.83155	-0.7777097	1.475313	1.09416	1.09416	0.03134385	0.2581583	0.3865706	0.3239272	0.0313438	0	0.258158	0.386571	0	0.323927	0.0313438	0.258158	0.386571	0.323927
27600	-18.26645	-16.68014	-1.586309	2.873249	0.504819	0.504819	0.1820202	0.338385	0.3222338	0.157361	0.18202	0	0.338385	0.322234	0	0.157361	0.18202	0.338385	0.322234	0.157361
27700	-26.61233	-25.69415	-0.9181764	2.419555	0.290381	0.290381	0.2202904	0.1135108	0.5452288	0.1209701	0.22029	0	0.113511	0.545229	0	0.12097	0.22029	0.113511	0.545229	0.12097
27800	-23.10754	-22.26774	-0.8397979	2.075294	0.556263	0.556263	0.2605255	0.2474234	0.4514098	0.0406413	0.260526	0	0.247423	0.45141	0	0.0406413	0.260526	0.247423	0.45141	0.0406413
27900	-15.05713	-14.78675	-0.2703756	1.210481	0.851654	0.851654	0.111632	0.2411932	0.569869	0.07730585	0.111632	0	0.241193	0.569869	0	0.0773059	0.111632	0.241193	0.569869	0.0773059
28000	-20.79886	-21.67274	0.8738772	0.6857309	0.232151	0.232151	0.03513167	0.7590658	0.1610647	0.04473779	0.0351317	0	0.759066	0.161065	0	0.0447378	0.0351317	0.759066	0.161065	0.0447378
28100	-16.59262	-16.25653	-0.336097	1.540995	0.586861	0.586861	0.1389454	0.4322289	0.2599072	0.1689184	0.138945	0	0.432229	0.259907	0	0.168918	0.138945	0.432229	0.259907	0.168918
28200	-17.47335	-18.29865	0.8252971	0.7457246	0.220738	0.220738	0.1959699	0.2635778	0.4052557	0.1351966	0.19597	0	0.263578	0.405256	0	0.135197	0.19597	0.263578	0.405256	0.135197
28300	-15.78771	-16.13997	0.3522592	1.337983	0.101518	0.101518	0.01176606	0.5611724	0.2866031	0.1404585	0.0117661	0	0.561172	0.286603	0	0.140459	0.0117661	0.561172	0.286603	0.140459
28400	-16.71525	-17.00722	0.2919717	1.439181	0.0606064	0.0606064	0.06797299	0.5457831	0.2290036	0.1572403	0.067973	0	0.545783	0.229004	0	0.15724	0.067973	0.545783	0.229004	0.15724
28500	-15.46278	-13.75163	-1.711158	2.614088	0.888829	0.888829	0.04991742	0.4202232	0.3893194	0.1405399	0.0499174	0	0.420223	0.389319	0	0.14054	0.0499174	0.420223	0.389319	0.14054
28600	-20.18186	-18.48415	-1.697702	3.228174	0.261288	0.261288	0.2257056	0.547498	0.112846	0.1139503	0.225706	0	0.547498	0.112846	0	0.11395	0.225706	0.547498	0.112846	0.11395
28700	-24.80512	-24.7227	-0.08242214	1.370535	0.503647	0.503647	0.1030504	0.5512447	0.2883124	0.05739251	0.10305	0	0.551245	0.288312	0	0.0573925	0.10305	0.551245	0.288312	0.0573925
28800	-20.88025	-21.82038	0.9401348	0.7600957	0.091529	0.091529	0.1585571	0.5870463	0.1638135	0.09058313	0.158557	0	0.587046	0.163814	0	0.0905831	0.158557	0.587046	0.163814	0.0905831
28900	-17.85882	-18.22751	0.3686866	1.197843	0.225229	0.225229	0.008604034	0.5511487	0.3161627	0.1240845	0.00860403	0	0.551149	0.316163	0	0.124085	0.00860403	0.551149	0.316163	0.124085
29000	-18.54784	-18.25191	-0.2959264	1.149302	0.938384	0.938384	0.2252084	0.222301	0.4077408	0.1447498	0.225208	0	0.222301	0.407741	0	0.14475	0.225208	0.222301	0.407741	0.14475
29100	-18.49699	-17.58885	-0.908139	2.06673	0.633169	0.633169	0.2789265	0.4420397	0.1492758	0.129758	0.278927	0	0.44204	0.149276	0	0.129758	0.278927	0.44204	0.149276	0.129758
29200	-16.40992	-16.04411	-0.3658115	2.139669	0.0179024	0.0179024	0.04276829	0.7313617	0.1489824	0.07688761	0.0427683	0	0.731362	0.148982	0	0.0768876	0.0427683	0.731362	0.148982	0.0768876
29300	-17.46036	-14.0691	-3.391268	4.781896	0.401131	0.401131	0.01723334	0.7703859	0.1813504	0.0310303	0.0172333	0	0.770386	0.18135	0	0.0310303	0.0172333	0.770386	0.18135	0.0310303
29400	-20.92038	-20.73714	-0.1832455	1.508801	0.466204	0.466204	0.0156536	0.3489686	0.276869	0.3585088	0.0156536	0	0.348969	0.276869	0	0.358509	0.0156536	0.348969	0.276869	0.358509
29500	-21.82478	-20.65874	-1.166039	2.765373	0.192425	0.192425	0.1468262	0.1777057	0.5355101	0.139958	0.146826	0	0.177706	0.53551	0	0.139958	0.146826	0.177706	0.53551	0.139958
29600	-20.33761	-20.8092	0.4715944	1.146628	0.173537	0.173537	0.06204908	0.6546559	0.1686879	0.1146071	0.0620491	0	0.654656	0.168688	0	0.114607	0.0620491	0.654656	0.168688	0.114607
29700	-15.96073	-15.20979	-0.7509448	2.440364	0.102341	0.102341	0.1360406	0.5992336	0.1224617	0.1422641	0.136041	0	0.599234	0.122462	0	0.142264	0.136041	0.599234	0.122462	0.142264
29800	-17.79201	-17.21792	-0.5740856	2.344625	0.0212201	0.0212201	0.07465523	0.6425884	0.1673141	0.1154423	0.0746552	0	0.642588	0.167314	0	0.115442	0.0746552	0.642588	0.167314	0.115442
29900	-16.63306	-15.43761	-1.195443	1.604518	1.38268	1.38268	0.001593124	0.614648	0.2707555	0.1130034	0.00159312	0	0.614648	0.270756	0	0.113003	0.00159312	0.614648	0.270756	0.113003
30000	-23.43663	-23.26666	-0.1699697	1.912743	0.0489861	0.0489861	0.5060547	0.3266864	0.1116303	0.05562854	0.506055	0	0.326686	0.11163	0	0.0556285	0.506055	0.326686	0.11163	0.0556285
30100	-20.26612	-18.60195	-1.664173	2.170861	1.28507	1.28507	0.01048007	0.1569097	0.7736576	0.05895258	0.0104801	0	0.15691	0.773658	0	0.0589526	0.0104801	0.15691	0.773658	0.0589526
30200	-23.55089	-23.15482	-0.3960735	1.343888	0.843945	0.843945	0.3662597	0.3977272	0.1543947	0.08161835	0.36626	0	0.397727	0.154395	0	0.0816184	0.36626	0.397727	0.154395	0.0816184
30300	-27.36527	-27.17043	-0.1948366	1.166513	0.820083	0.820083	0.3193805	0.4285154	0.03541311	0.216691	0.31938	0	0.428515	0.0354131	0	0.216691	0.31938	0.428515	0.0354131	0.216691
30400	-18.5654	-18.07083	-0.4945696	1.030519	1.25581	1.25581	0.1550837	0.5765478	0.0391833	0.2291852	0.155084	0	0.576548	0.0391833	0	0.229185	0.155084	0.576548	0.0391833	0.229185
30500	-17.53501	-17.05304	-0.4819717	1.495062	0.778669	0.778669	0.128424	0.3022112	0.4616408	0.107724	0.128424	0	0.302211	0.461641	0	0.107724	0.128424	0.302211	0.461641	0.107724
30600	-16.3086	-15.9831	-0.3254947	1.438209	0.679045	0.679045	0.01985548	0.815313	0.09887151	0.06595997	0.0198555	0	0.815313	0.0988715	0	0.06596	0.0198555	0.815313	0.0988715	0.06596
30700	-17.46919	-17.04129	-0.4278966	2.050579	0.169077	0.169077	0.05942702	0.5821796	0.2761784	0.08221492	0.059427	0	0.58218	0.276178	0	0.0822149	0.059427	0.58218	0.276178	0.0822149
30800	-16.11171	-15.90587	-0.2058441	1.861419	0.136185	0.136185	0.08744221	0.1984814	0.5760644	0.138012	0.0874422	0	0.198481	0.576064	0	0.138012	0.0874422	0.198481	0.576064	0.138012
30900	-15.31475	-12.96719	-2.34756	3.73126	0.40806	0.40806	0.02697641	0.2831493	0.6010958	0.08877849	0.0269764	0	0.283149	0.601096	0	0.0887785	0.0269764	0.283149	0.601096	0.0887785
31000	-14.93182	-14.69239	-0.2394279	1.79362	0.237568	0.237568	0.01003155	0.5831688	0.2424878	0.1643119	0.0100315	0	0.583169	0.242488	0	0.164312	0.0100315	0.583169	0.242488	0.164312
31100	-20.85728	-20.18704	-0.6702387	2.366008	0.0959906	0.0959906	0.04766803	0.4187472	0.4623746	0.0712101	0.047668	0	0.418747	0.462375	0	0.0712101	0.047668	0.418747	0.462375	0.0712101
31200	-20.75752	-19.31638	-1.441143	3.112719	0.120183	0.120183	0.2019421	0.1884764	0.5863266	0.02325491	0.201942	0	0.188476	0.586327	0	0.0232549	0.201942	0.188476	0.586327	0.0232549
31300	-20.55548	-19.38097	-1.174518	2.693885	0.272393	0.272393	0.1001185	0.5434741	0.2560725	0.1003349	0.100118	0	0.543474	0.256072	0	0.100335	0.100118	0.543474	0.256072	0.100335
31400	-14.33118	-14.8048	0.4736196	1.270438	0.0477023	0.0477023	0.03937575	0.6754736	0.01816447	0.2669861	0.0393757	0	0.675474	0.0181645	0	0.266986	0.0393757	0.675474	0.0181645	0.266986
31500	-18.09538	-18.10206	0.006679545	1.438532	0.346548	0.346548	0.08249697	0.6083958	0.195809	0.1132982	0.082497	0	0.608396	0.195809	0	0.113298	0.082497	0.608396	0.195809	0.113298
31600	-15.22361	-13.6581	-1.565518	3.121472	0.235805	0.235805	0.0352075	0.5212919	0.3226704	0.1208303	0.0352075	0	0.521292	0.32267	0	0.12083	0.0352075	0.521292	0.32267	0.12083
31700	-15.13426	-15.38733	0.2530793	1.378629	0.160051	0.160051	0.03786655	0.6107561	0.1557615	0.1956159	0.0378665	0	0.610756	0.155761	0	0.195616	0.0378665	0.610756	0.155761	0.195616
31800	-23.85887	-23.48323	-0.3756454	1.329206	0.838199	0.838199	0.1524144	0.2353192	0.4465022	0.1657643	0.152414	0	0.235319	0.446502	0	0.165764	0.152414	0.235319	0.446502	0.165764
31900	-18.8133	-14.53539	-4.277904	5.310851	0.758812	0.758812	0.07824212	0.5403575	0.2688503	0.11255	0.0782421	0	0.540358	0.26885	0	0.11255	0.0782421	0.540358	0.26885	0.11255
32000	-18.63412	-17.94648	-0.6876404	1.802456	0.676943	0.676943	0.03408506	0.7946237	0.04858841	0.1227028	0.0340851	0	0.794624	0.0485884	0	0.122703	0.0340851	0.794624	0.0485884	0.122703
32100	-18.84911	-18.28186	-0.5672553	0.8547242	1.50429	1.50429	0.008764762	0.3927831	0.2348837	0.3635685	0.00876476	0	0.392783	0.234884	0	0.363568	0.00876476	0.392783	0.234884	0.363568
32200	-20.51512	-20.2242	-0.2909144	1.911688	0.170986	0.170986	0.01998823	0.6436361	0.1416448	0.1947309	0.0199882	0	0.643636	0.141645	0	0.194731	0.0199882	0.643636	0.141645	0.194731
32300	-20.67575	-21.04618	0.3704292	1.204288	0.217042	0.217042	0.1997061	0.5910955	0.08714866	0.1220497	0.199706	0	0.591095	0.0871487	0	0.12205	0.199706	0.591095	0.0871487	0.12205
32400	-18.59612	-16.19168	-2.40444	3.106346	1.08985	1.08985	0.05653521	0.7399565	0.1306866	0.07282168	0.0565352	0	0.739957	0.130687	0	0.0728217	0.0565352	0.739957	0.130687	0.0728217
32500	-21.31981	-19.47887	-1.840941	1.765834	1.86687	1.86687	0.01444144	0.4558031	0.3392019	0.1905536	0.0144414	0	0.455803	0.339202	0	0.190554	0.0144414	0.455803	0.339202	0.190554
32600	-18.13684	-16.3769	-1.759931	3.092223	0.459468	0.459468	0.0972014	0.3639983	0.4906775	0.04812282	0.0972014	0	0.363998	0.490677	0	0.0481228	0.0972014	0.363998	0.490677	0.0481228
32700	-16.6819	-15.89442	-0.7874863	2.43963	0.139616	0.139616	0.1274844	0.7200134	0.05379632	0.09870592	0.127484	0	0.720013	0.0537963	0	0.0987059	0.127484	0.720013	0.0537963	0.0987059
32800	-17.67475	-15.90442	-1.770329	3.169766	0.392322	0.392322	0.02605328	0.4954552	0.3923201	0.08617146	0.0260533	0	0.495455	0.39232	0	0.0861715	0.0260533	0.495455	0.39232	0.0861715
32900	-15.20207	-12.57912	-2.622948	3.770973	0.643734	0.643734	0.006299586	0.6782064	0.2710918	0.0444022	0.00629959	0	0.678206	0.271092	0	0.0444022	0.00629959	0.678206	0.271092	0.0444022
33000	-17.13347	-14.84013	-2.293339	3.553694	0.531404	0.531404	0.1357486	0.6244062	0.2058631	0.03398214	0.135749	0	0.624406	0.205863	0	0.0339821	0.135749	0.624406	0.205863	0.0339821
33100	-17.18387	-14.63682	-2.547049	4.129261	0.209547	0.209547	0.02056199	0.7800722	0.1089186	0.09044721	0.020562	0	0.780072	0.108919	0	0.0904472	0.020562	0.780072	0.108919	0.0904472
33200	-22.58955	-22.0678	-0.5217527	2.20025	0.113262	0.113262	0.3525093	0.4733405	0.09384425	0.08030592	0.352509	0	0.47334	0.0938443	0	0.0803059	0.352509	0.47334	0.0938443	0.0803059
33300	-19.6575	-18.91001	-0.7474923	1.189555	1.3497	1.3497	0.05922459	0.3627821	0.4439132	0.1340801	0.0592246	0	0.362782	0.443913	0	0.13408	0.0592246	0.362782	0.443913	0.13408
33400	-20.47183	-18.50358	-1.968248	2.914579	0.845429	0.845429	0.09832453	0.4491787	0.3986649	0.05383187	0.0983245	0	0.449179	0.398665	0	0.0538319	0.0983245	0.449179	0.398665	0.0538319
33500	-20.66521	-20.01761	-0.6476013	1.474059	0.965302	0.965302	0.2668443	0.4213682	0.2036656	0.1081218	0.266844	0	0.421368	0.203666	0	0.108122	0.266844	0.421368	0.203666	0.108122
33600	-15.86895	-15.10194	-0.7670185	1.349216	1.20956	1.20956	0.03153489	0.6961857	0.007996331	0.264283	0.0315349	0	0.696186	0.00799633	0	0.264283	0.0315349	0.696186	0.00799633	0.264283
33700	-15.98955	-14.81624	-1.173313	2.745936	0.219137	0.219137	0.04488095	0.6864765	0.2035393	0.06510328	0.044881	0	0.686477	0.203539	0	0.0651033	0.044881	0.686477	0.203539	0.0651033
33800	-15.76549	-15.76794	0.002456972	1.054283	0.735019	0.735019	0.1547866	0.3662548	0.3116853	0.1672733	0.154787	0	0.366255	0.311685	0	0.167273	0.154787	0.366255	0.311685	0.167273
33900	-21.78826	-18.95365	-2.83461	3.377765	1.24861	1.24861	0.07731166	0.5518194	0.1642245	0.2066444	0.0773117	0	0.551819	0.164224	0	0.206644	0.0773117	0.551819	0.164224	0.206644
34000	-18.82356	-17.02009	-1.803468	2.734332	0.860895	0.860895	0.1565833	0.654518	0.1428665	0.04603223	0.156583	0	0.654518	0.142866	0	0.0460322	0.156583	0.654518	0.142866	0.0460322
34100	-19.16531	-19.03043	-0.1348787	1.748917	0.177721	0.177721	0.1007031	0.3655985	0.3260042	0.2076943	0.100703	0	0.365598	0.326004	0	0.207694	0.100703	0.365598	0.326004	0.207694
34200	-22.23397	-21.01177	-1.222208	2.904924	0.109043	0.109043	0.1024398	0.3157757	0.4312651	0.1505194	0.10244	0	0.315776	0.431265	0	0.150519	0.10244	0.315776	0.431265	0.150519
34300	-23.31057	-20.6217	-2.68887	2.923586	1.55704	1.55704	0.001276674	0.7565433	0.2229818	0.01919819	0.00127667	0	0.756543	0.222982	0	0.0191982	0.00127667	0.756543	0.222982	0.0191982
34400	-23.01918	-22.19008	-0.8290964	2.552761	0.0680946	0.0680946	0.07976591	0.4212047	0.2840738	0.2149556	0.0797659	0	0.421205	0.284074	0	0.214956	0.0797659	0.421205	0.284074	0.214956
34500	-19.04831	-17.26456	-1.783747	3.305743	0.269764	0.269764	0.05471563	0.4650476	0.3881897	0.09204706	0.0547156	0	0.465048	0.38819	0	0.0920471	0.0547156	0.465048	0.38819	0.0920471
34600	-17.73677	-16.65986	-1.076909	2.424916	0.443752	0.443752	0.05596903	0.7264669	0.07108258	0.1464815	0.055969	0	0.726467	0.0710826	0	0.146482	0.055969	0.726467	0.0710826	0.146482
34700	-15.89765	-15.71006	-0.187592	1.704697	0.274655	0.274655	0.06414395	0.5404912	0.281941	0.1134239	0.064144	0	0.540491	0.281941	0	0.113424	0.064144	0.540491	0.281941	0.113424
34800	-19.80825	-16.2065	-3.601749	4.71492	0.678589	0.678589	0.1057322	0.4467354	0.3076042	0.1399281	0.105732	0	0.446735	0.307604	0	0.139928	0.105732	0.446735	0.307604	0.139928
34900	-20.41624	-20.07604	-0.3402004	1.326233	0.805727	0.805727	0.02042931	0.4260926	0.3516317	0.2018464	0.0204293	0	0.426093	0.351632	0	0.201846	0.0204293	0.426093	0.351632	0.201846
35000	-16.74447	-15.94564	-0.7988336	2.347601	0.242992	0.242992	0.1244961	0.6629175	0.09933053	0.1132559	0.124496	0	0.662917	0.0993305	0	0.113256	0.124496	0.662917	0.0993305	0.113256
35100	-22.28339	-22.8216	0.5382127	1.153428	0.100119	0.100119	0.4844351	0.375237	0.09644387	0.04388408	0.484435	0	0.375237	0.0964439	0	0.0438841	0.484435	0.375237	0.0964439	0.0438841
35200	-19.51838	-18.63016	-0.888221	2.465485	0.214495	0.214495	0.0762002	0.4657629	0.3301506	0.1278862	0.0762002	0	0.465763	0.330151	0	0.127886	0.0762002	0.465763	0.330151	0.127886
35300	-20.62753	-19.63127	-0.9962589	2.212199	0.575819	0.575819	0.06775715	0.637707	0.09587799	0.1986579	0.0677571	0	0.637707	0.095878	0	0.198658	0.0677571	0.637707	0.095878	0.198658
35400	-27.09585	-27.43893	0.3430766	0.8689611	0.579722	0.579722	0.2683155	0.05104871	0.3179714	0.3626644	0.268315	0	0.0510487	0.317971	0	0.362664	0.268315	0.0510487	0.317971	0.362664
35500	-16.60552	-13.95935	-2.646169	3.521069	0.916859	0.916859	0.01564058	0.2083362	0.7409106	0.03511265	0.0156406	0	0.208336	0.740911	0	0.0351126	0.0156406	0.208336	0.740911	0.0351126
35600	-17.8543	-16.26657	-1.587733	2.991972	0.387521	0.387521	0.1212954	0.7285256	0.03602985	0.1141491	0.121295	0	0.728526	0.0360298	0	0.114149	0.121295	0.728526	0.0360298	0.114149
35700	-19.82199	-20.23623	0.4142376	1.247674	0.129848	0.129848	0.2829049	0.5366337	0.1208531	0.05960833	0.282905	0	0.536634	0.120853	0	0.0596083	0.282905	0.536634	0.120853	0.0596083
35800	-17.90167	-15.18892	-2.712752	3.94535	0.559161	0.559161	0.01901817	0.6919417	0.2280395	0.06100059	0.0190182	0	0.691942	0.22804	0	0.0610006	0.0190182	0.691942	0.22804	0.0610006
35900	-13.71136	-11.2514	-2.459968	3.697105	0.554622	0.554622	0.008169517	0.6997622	0.1940362	0.09803207	0.00816952	0	0.699762	0.194036	0	0.0980321	0.00816952	0.699762	0.194036	0.0980321
36000	-14.90837	-13.49464	-1.413728	3.012657	0.192831	0.192831	0.01708102	0.8428289	0.1028374	0.03725269	0.017081	0	0.842829	0.102837	0	0.0372527	0.017081	0.842829	0.102837	0.0372527
36100	-18.23741	-18.79057	0.5531524	1.037435	0.201172	0.201172	0.3407551	0.3653815	0.06867934	0.225184	0.340755	0	0.365382	0.0686793	0	0.225184	0.340755	0.365382	0.0686793	0.225184
36200	-16.73759	-17.74651	1.008915	0.7499137	0.0329312	0.0329312	0.01995572	0.4412642	0.4623727	0.07640735	0.0199557	0	0.441264	0.462373	0	0.0764073	0.0199557	0.441264	0.462373	0.0764073
36300	-22.07122	-22.7461	0.674887	0.6506383	0.466234	0.466234	0.1605234	0.2569941	0.427687	0.1547955	0.160523	0	0.256994	0.427687	0	0.154795	0.160523	0.256994	0.427687	0.154795
36400	-14.75758	-14.53686	-0.2207201	1.737776	0.274704	0.274704	0.08332149	0.3333633	0.4597933	0.1235219	0.0833215	0	0.333363	0.459793	0	0.123522	0.0833215	0.333363	0.459793	0.123522
36500	-18.45338	-18.88132	0.4279423	1.333771	0.0300466	0.0300466	0.1936695	0.3706885	0.2841716	0.1514704	0.193669	0	0.370688	0.284172	0	0.15147	0.193669	0.370688	0.284172	0.15147
36600	-14.30911	-13.77438	-0.5347291	2.259231	0.067258	0.067258	0.08194001	0.3285707	0.5125427	0.07694661	0.08194	0	0.328571	0.512543	0	0.0769466	0.08194	0.328571	0.512543	0.0769466
36700	-14.65626	-12.12752	-2.528741	4.042682	0.277818	0.277818	0.0066608	0.4428296	0.4948808	0.05562878	0.0066608	0	0.44283	0.494881	0	0.0556288	0.0066608	0.44283	0.494881	0.0556288
36800	-22.62167	-22.73174	0.1100744	1.11455	0.567135	0.567135	0.2015673	0.356534	0.1464339	0.2954647	0.201567	0	0.356534	0.146434	0	0.295465	0.201567	0.356534	0.146434	0.295465
36900	-22.75189	-20.33504	-2.416846	4.192777	0.0158282	0.0158282	0.04612292	0.5726865	0.2301605	0.1510301	0.0461229	0	0.572687	0.23016	0	0.15103	0.0461229	0.572687	0.23016	0.15103
37000	-14.57645	-13.80868	-0.7677682	2.513001	0.046527	0.046527	0.09240144	0.5462437	0.3093662	0.05198862	0.0924014	0	0.546244	0.309366	0	0.0519886	0.0924014	0.546244	0.309366	0.0519886
37100	-20.20484	-20.14887	-0.05596735	1.838182	0.0095444	0.0095444	0.03295542	0.3489913	0.4882839	0.1297693	0.0329554	0	0.348991	0.488284	0	0.129769	0.0329554	0.348991	0.488284	0.129769
37200	-17.82328	-17.81313	-0.01015175	1.575582	0.226329	0.226329	0.04294252	0.5422703	0.1376265	0.2771607	0.0429425	0	0.54227	0.137626	0	0.277161	0.0429425	0.54227	0.137626	0.277161
37300	-22.78934	-19.7282	-3.061138	4.827011	0.0258872	0.0258872	0.1186537	0.4059861	0.3342251	0.1411351	0.118654	0	0.405986	0.334225	0	0.141135	0.118654	0.405986	0.334225	0.141135
37400	-17.70463	-18.01875	0.3141155	0.8821599	0.595484	0.595484	0.09109308	0.5419091	0.1163605	0.2506374	0.0910931	0	0.541909	0.11636	0	0.250637	0.0910931	0.541909	0.11636	0.250637
37500	-17.19588	-17.60052	0.4046376	0.9897068	0.397415	0.397415	0.05981778	0.426975	0.2912221	0.2219851	0.0598178	0	0.426975	0.291222	0	0.221985	0.0598178	0.426975	0.291222	0.221985
37600	-19.67893	-19.64268	-0.03625289	1.617115	0.210898	0.210898	0.2804768	0.5248048	0.08893672	0.1057817	0.280477	0	0.524805	0.0889367	0	0.105782	0.280477	0.524805	0.0889367	0.105782
